model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,1.2,101,200,20,global_smart,400,5000,32,900,0.31148007195474464,0.8203637109082076,0.5648367632054578,0.02726,0.3971740404308383,0.7934147871053293,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,102,200,20,global_smart,400,5000,32,900,0.3138433215737191,0.7937440245187315,0.5446327633844813,0.02367,0.31581294753428424,0.6860372904014319,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,103,200,20,global_smart,400,5000,32,900,0.2459967188311958,0.7829987302332214,0.5903836117468564,0.015490000000000002,0.29702179235161097,0.7252998026705307,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,104,200,20,global_smart,400,5000,32,900,0.2358067188311958,0.7986764840087036,0.6103432029069752,0.020360000000000003,0.3405971581073899,0.7629473382920801,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,105,200,20,global_smart,400,5000,32,900,0.2519667188311958,0.8236925605693151,0.6161494487569987,0.02162,0.40596929031605883,0.660353879142501,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,106,200,20,global_smart,400,5000,32,900,0.2395417188311958,0.8114711620403268,0.6170899651032391,0.018189999999999998,0.3830908210472219,0.7635852975835327,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,107,200,20,global_smart,400,5000,32,900,0.2541850719547446,0.8346473384454547,0.6224924446658607,0.026629999999999997,0.4187809002636581,0.7610501645295915,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,108,200,20,global_smart,400,5000,32,900,0.252686117673683,0.8256312007825621,0.6170056580265555,0.01876,0.3213229413675666,0.6955829526845725,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,109,200,20,global_smart,400,5000,32,900,0.2379167188311958,0.8200647468509412,0.62495763305103,0.024509999999999997,0.3626946187234357,0.6578131744144808,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,110,200,20,global_smart,400,5000,32,900,0.25832556242714666,0.8296334293842116,0.6153179071301726,0.02722,0.3959661676147084,0.7377846113440876,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,111,200,20,global_smart,400,5000,32,900,0.2818800719547446,0.8140130130045793,0.58455896632675,0.021379999999999996,0.34001431555606043,0.7272578383200161,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,112,200,20,global_smart,400,5000,32,900,0.26181611767368296,0.850317371329524,0.6276905783775366,0.02521,0.387546135480037,0.7982436737545815,1000,100000
