model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,1.0,101,200,20,global_smart,400,5000,32,900,0.26497448596520456,0.712575691134776,0.5237613136650384,0.030809999999999997,0.4926443791781888,0.8471069018701124,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,102,200,20,global_smart,400,5000,32,900,0.26164948596520454,0.6639593396933434,0.4902347197607835,0.023200000000000002,0.44875411733765824,0.8177018080164193,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,103,200,20,global_smart,400,5000,32,900,0.25468448596520454,0.6522694301504133,0.4861465256217384,0.023219999999999998,0.3335935080848639,0.7547186948238742,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,104,200,20,global_smart,400,5000,32,900,0.25220948596520454,0.7176939246602624,0.5366847088413473,0.022650000000000007,0.47969804271458844,0.8585041222051949,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,105,200,20,global_smart,400,5000,32,900,0.25848448596520457,0.690741440831316,0.5121954945631685,0.02945,0.5174630699810934,0.8608118545763264,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,106,200,20,global_smart,400,5000,32,900,0.25166948596520455,0.7170067204891069,0.5365580077100163,0.02879,0.45489268456735077,0.8158587951046126,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,107,200,20,global_smart,400,5000,32,900,0.2750753445111864,0.7012898576456765,0.5083823084515912,0.02312,0.5181019357618213,0.8468708614373641,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,108,200,20,global_smart,400,5000,32,900,0.25370448596520456,0.7137669670193177,0.5326810855527386,0.018760000000000002,0.39724073084368794,0.7982093673970134,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,109,200,20,global_smart,400,5000,32,900,0.25678948596520457,0.6845949354382728,0.5087981538726963,0.01961,0.48154029246888513,0.884579046662935,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,110,200,20,global_smart,400,5000,32,900,0.26575948596520454,0.5648889252242063,0.41476433482918434,0.02173,0.5435452982221584,0.8770817888649967,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,111,200,20,global_smart,400,5000,32,900,0.2512045634754721,0.7112448840731391,0.5325769234453835,0.02411,0.5122834253486823,0.9201448993499592,1000,100000
d3pm_standard,D3PM (MLP),12,1.0,112,200,20,global_smart,400,5000,32,900,0.26386948596520454,0.702758201562145,0.5173217561581102,0.019909999999999997,0.4376032089518289,0.8066697794637767,1000,100000
