budget_q,beta,model_key,model_label,n_seeds,min,q1,median,mean,std,ci95,q3,max
1000,0.1,iqp_parity_mse,IQP (parity),10,0.06241186097243548,0.06350197767991758,0.06481966974104102,0.06560287808875934,0.002986256454918722,0.002136090763347604,0.06692223782668485,0.07216621895532443
1000,0.1,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.029210190570419427,0.04197820923582817,0.04574644477742715,0.043871640883820416,0.006635810781109807,0.004746643274225055,0.04717060410460485,0.05292454061618403
1000,0.1,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.034831749143844126,0.040743935284092314,0.043498599753931985,0.043806309858263975,0.004904709952777702,0.003508374376142677,0.04763353498171617,0.051219344356298505
1000,0.1,classical_transformer_mle,AR Transformer (MLE),10,0.027377678102715602,0.0332873782606002,0.038376271313634074,0.039348778369633616,0.0080455286095925,0.005755024596394615,0.044048977351270814,0.05288001338268103
1000,0.1,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.030106197235718186,0.03155582747287916,0.03232654905430493,0.0331159264279193,0.002375146045539666,0.0016989590834109915,0.03459169495268427,0.03718729107625724
1000,0.2,iqp_parity_mse,IQP (parity),10,0.06807759656246128,0.07266647431949773,0.07365219606816789,0.07371416527894017,0.00310889413947457,0.0022238143829270934,0.07538683791857244,0.07876154573821342
1000,0.2,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.038663918824938234,0.046230606761993816,0.048948554187786444,0.04855226527590773,0.005398038171848763,0.0038612556065275258,0.0529799850301747,0.05495390791604295
1000,0.2,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04675105083525044,0.04827726269404474,0.04946166539475122,0.0495651327444376,0.0018113636027406164,0.001295681439048938,0.051145211161358645,0.052077699043673376
1000,0.2,classical_transformer_mle,AR Transformer (MLE),10,0.037120125633968666,0.03911811742433309,0.04349965034519551,0.043363804422342674,0.004990747398077945,0.0035699175808145862,0.04655190599511609,0.05245092894792584
1000,0.2,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.03173483934135381,0.0347884398466065,0.035275466573803566,0.036833582649145005,0.003734049975525008,0.002670992857783345,0.0401192622978222,0.04247130492177344
1000,0.3,iqp_parity_mse,IQP (parity),10,0.07213267403922032,0.07650398675670785,0.07869096543757001,0.07917722737798424,0.004597842767839837,0.0032888700672476477,0.08170701268359681,0.08866710663260985
1000,0.3,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.046624770420878536,0.05094100089689331,0.05613662149172629,0.05520823616050079,0.005302735285171889,0.003793084764865377,0.05912719375206013,0.062043051639787156
1000,0.3,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.045819735068526754,0.05305229663334634,0.05485323624036188,0.05428400678782018,0.003560742425289853,0.002547024718119401,0.05640441216103338,0.05795698982036707
1000,0.3,classical_transformer_mle,AR Transformer (MLE),10,0.04130923924575656,0.0483347682447632,0.04929366912451065,0.04893619441395382,0.0034707199266934964,0.0024826309761055783,0.050706555849961414,0.05389709943872495
1000,0.3,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.03041103158746159,0.03803174179985908,0.039476055876894955,0.038933816189415396,0.0035559478510355192,0.0025435951246020744,0.04087285049970265,0.04382981661872375
1000,0.4,iqp_parity_mse,IQP (parity),10,0.07297212894832382,0.07386020508662336,0.07648528086763928,0.0777019985905723,0.004637178650787251,0.003317007307803024,0.08077374141258968,0.08529097928887974
1000,0.4,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04786793032857955,0.05517438636319115,0.05711977768167095,0.05699243933525853,0.004160304317794311,0.00297589566070857,0.05992301635808673,0.06207033883677735
1000,0.4,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.05063725281412569,0.05483598670989484,0.05676540058036026,0.05653086929551241,0.0035706219827716787,0.0025540916367854556,0.05846813650380463,0.0620251850815922
1000,0.4,classical_transformer_mle,AR Transformer (MLE),10,0.04437684844108034,0.04608854827507203,0.04864281600094866,0.04910189320265501,0.004216190039430122,0.0030158711201479773,0.05087974133773648,0.058685645504408225
1000,0.4,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.034516422211313895,0.036793086528729216,0.03880542708388421,0.039373174000618114,0.004143700277639369,0.002964018671124905,0.04078928763492237,0.04753891916201165
1000,0.5,iqp_parity_mse,IQP (parity),10,0.07678260270358885,0.07986224407708833,0.08192142782986608,0.08218113065477509,0.003940195973744845,0.0028184505759485615,0.08399595236663861,0.09041724094028969
1000,0.5,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.0539875345216407,0.06064867541563873,0.061815680525217534,0.061083873688132104,0.0038285209500383763,0.0027385686266795718,0.06270674920931651,0.06767656273039507
1000,0.5,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.057144525721682354,0.05876694262966644,0.059857168238709485,0.06059056687927076,0.0028544755605623526,0.002041826939905157,0.06154549839463148,0.06561319167784041
1000,0.5,classical_transformer_mle,AR Transformer (MLE),10,0.04169684598807018,0.04518905666810456,0.04748821396634176,0.04796781081940492,0.004017175682010098,0.002873514716042677,0.05121711876291048,0.05410715667157491
1000,0.5,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.0349728065906872,0.03857633700795224,0.04060024845661502,0.04112385622466732,0.004170760627421218,0.002983375134340498,0.04315221325311421,0.04960508731673533
1000,0.6,iqp_parity_mse,IQP (parity),10,0.0750859622429939,0.07706558855420817,0.08243153950219084,0.08122915252717719,0.004606821712741476,0.003295292771244622,0.08356083333725112,0.0886747455316563
1000,0.6,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.05786843409960468,0.06031912511320041,0.06305637005652887,0.06286336114874856,0.0035284775069337956,0.0025239453894947556,0.06399443000339824,0.07042928906549752
