beta,seed,model_key,model_label,n,train_m,sigma,K,elite_frac,elite_total_count,elite_unseen_count,train_unique_count,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q,quality_coverage_Q1000,quality_coverage_Q2000,quality_coverage_Q5000
0.2,112,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,182,185,600,600,medium,32,4,1,64,600,600,1.8333961988625007,0.03255714365621551,0.02606015542362712,0.01678802984389785
0.2,113,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,184,185,600,600,medium,32,4,1,64,600,600,0.5355214406574343,0.07540705791701283,0.053467226522472634,0.02840135131764997
0.2,113,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,184,185,600,600,medium,32,4,1,64,600,600,0.8785252432099055,0.04997505980913377,0.04164590364304083,0.026993224343585694
0.2,113,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,184,185,600,600,medium,32,4,1,64,600,600,0.9363892720172148,0.04747675232006303,0.03945496278320394,0.02575017248010904
0.2,113,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,184,185,600,600,medium,32,4,1,64,600,600,1.1671141436712862,0.048846118887239075,0.03890222990482678,0.024234363628540485
0.2,113,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,184,185,600,600,medium,32,4,1,64,600,600,1.8001728160198374,0.035203694416362105,0.027901776494420952,0.017772049337178585
0.2,114,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,169,191,600,600,medium,32,4,1,64,600,600,0.452631049289845,0.07439619705872845,0.05267569093977663,0.027790990738961272
0.2,114,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,169,191,600,600,medium,32,4,1,64,600,600,1.2799669817076087,0.0457052884304423,0.036581768718241064,0.022392041126755448
0.2,114,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,169,191,600,600,medium,32,4,1,64,600,600,0.9341099933754753,0.04666626212241971,0.03864401764249868,0.024901747259439718
0.2,114,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,169,191,600,600,medium,32,4,1,64,600,600,1.2754931043186937,0.03726401857557602,0.03074315582303907,0.019936459765086994
0.2,114,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,169,191,600,600,medium,32,4,1,64,600,600,1.604725681773259,0.03606853692274807,0.029048258572774984,0.01858204670006068
0.2,115,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,0.5608873159767553,0.07357772600962596,0.0525046679133211,0.027488466865566635
0.2,115,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,0.8625492071398597,0.04450291854124184,0.0374572976868305,0.024707402283991237
0.2,115,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,0.8556373242912961,0.04949999327697674,0.04122649045072355,0.02637663571441358
0.2,115,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,1.2077787028765414,0.04893069058839389,0.039436098228611535,0.024434230340436697
0.2,115,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,1.6013591283659687,0.03160538187912605,0.025949083753742847,0.01730678367241571
0.2,116,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,172,186,600,600,medium,32,4,1,64,600,600,0.5001662581557091,0.07386475012140352,0.05227692827063791,0.027510419714247905
0.2,116,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,172,186,600,600,medium,32,4,1,64,600,600,2.3547188902463683,0.046680737878234,0.03545030656242402,0.019659134692811563
0.2,116,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,172,186,600,600,medium,32,4,1,64,600,600,0.9145084807807445,0.053256580555771406,0.043156343959274576,0.026775272188702695
0.2,116,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,172,186,600,600,medium,32,4,1,64,600,600,1.5147339587181272,0.04589930102685365,0.03547886085203036,0.02145716317208875
0.2,116,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,172,186,600,600,medium,32,4,1,64,600,600,1.6569803523932083,0.03689481721389579,0.029485851273938074,0.01886536197460852
0.2,117,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,175,190,600,600,medium,32,4,1,64,600,600,0.5037520927504321,0.07696171701399268,0.054543631046211315,0.028600589905855393
