budget_q,beta,model_key,model_label,n_seeds,min,q1,median,mean,std,ci95,q3,max
2000,0.1,iqp_parity_mse,IQP (parity),10,0.04408052732111067,0.04568105112229817,0.04750273647356992,0.04748351652885123,0.0025226578693197813,0.0018044753540388066,0.04908570802986349,0.05123434104574226
2000,0.1,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.021659429596062648,0.028421417216587794,0.036578763072549716,0.03343464679234489,0.006475049037721877,0.004631649240613176,0.03722314203841834,0.039858000452379416
2000,0.1,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.034082555388699656,0.03536321169695084,0.03626608481189389,0.03626298967833298,0.0014505610508948326,0.0010375967735070427,0.037199478306249666,0.0383391643389857
2000,0.1,classical_transformer_mle,AR Transformer (MLE),10,0.02568317744613475,0.029659246095138366,0.03266486090786793,0.031859457520272756,0.003253138209869121,0.0023269932060083977,0.03421869019053044,0.03597014109178237
2000,0.1,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.022075036042330586,0.024923880197380892,0.026974219082197236,0.026427284903729503,0.0022335202855278628,0.0015976531566159228,0.027699304890202815,0.029853547342040813
2000,0.2,iqp_parity_mse,IQP (parity),10,0.049118063303609676,0.05254742366993498,0.054005428784341974,0.05344498389002106,0.0018981463865477596,0.0013577577897262866,0.054682853166109005,0.05540007194832371
2000,0.2,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.03545030656242402,0.0377322339695994,0.04070125006487951,0.040381581319568434,0.0033592038985839723,0.002402862757532921,0.042512010327416735,0.045739480561255486
2000,0.2,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.03855471167152492,0.03973499583719254,0.04128614053777098,0.04106974901538908,0.001793361400926123,0.0012828043343540215,0.04219803279989778,0.04378855473023097
2000,0.2,classical_transformer_mle,AR Transformer (MLE),10,0.03074315582303907,0.03590952602885272,0.03916916406671916,0.0383048819445775,0.0036853892213107487,0.0026361854696089634,0.04052927111031265,0.042893243372415325
2000,0.2,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.025949083753742847,0.026892693564387487,0.02926705492335653,0.029189736712025634,0.00262005231299437,0.0018741423014947073,0.03095433685566295,0.03341696544265823
2000,0.3,iqp_parity_mse,IQP (parity),10,0.04942231470501265,0.0515039892927573,0.05324718406639091,0.053585928152170205,0.0027960830764280622,0.0020000583751850266,0.05536981073733025,0.057802212080170855
2000,0.3,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.037819235751486185,0.04183246189091568,0.0432896854903511,0.04325477827168278,0.0029677923944561504,0.0021228832878332263,0.04484986888773243,0.04882750384749388
2000,0.3,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04052084338304465,0.04238928228543446,0.043229140496807775,0.04358164459251582,0.001997658311989724,0.0014289393871505106,0.04534348545758034,0.04640667871661438
2000,0.3,classical_transformer_mle,AR Transformer (MLE),10,0.03162816705256247,0.0368753803978772,0.038340764283073724,0.0386898345310237,0.0036701006871784204,0.0026252494709637702,0.040434940374578315,0.045031434965997506
2000,0.3,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.02884633406253817,0.029441002815443405,0.03145157600737357,0.03170716736768257,0.0023928241834616734,0.0017116043828681717,0.03375470434350519,0.035380209417838086
2000,0.4,iqp_parity_mse,IQP (parity),10,0.054033489309679446,0.05481331172559328,0.05630450054788992,0.05641392004715221,0.0018530794101999915,0.0013255210567591936,0.057700741196439094,0.05967267428216583
2000,0.4,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04321630015093587,0.044081954575331,0.04596753582566421,0.046393864507301104,0.0025275850910294237,0.0018079998312368706,0.04870043608214023,0.04979064939246253
2000,0.4,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04037042014177268,0.043707373050034685,0.04620302362625952,0.04527366474158895,0.0023841954383701522,0.0017054321793191698,0.04665091186049564,0.04856711172889669
2000,0.4,classical_transformer_mle,AR Transformer (MLE),10,0.027910796804569905,0.036577204943654726,0.03829268151342555,0.03744985109837996,0.004340227432874083,0.003104595961582458,0.039759754346169775,0.04248022122308035
2000,0.4,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.027279083271429968,0.03048579742218904,0.032914978947580324,0.03211825143802253,0.002520162396487735,0.0018026903243378446,0.03377907919611589,0.03533047741167394
2000,0.5,iqp_parity_mse,IQP (parity),10,0.05024672635957303,0.051449354508471636,0.052255163713899544,0.052496032034404984,0.0018615969435477877,0.001331613709746436,0.052880145909635926,0.05662348133206093
