beta,seed,model_key,model_label,n,train_m,sigma,K,elite_frac,elite_total_count,elite_unseen_count,train_unique_count,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q,quality_coverage_Q1000,quality_coverage_Q2000,quality_coverage_Q5000
1.1,103,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,1.118921429347495,0.04140058154460484,0.0302159880926603,0.0172830517668808
1.1,103,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,0.7153091349186014,0.044825481349084956,0.03348963072094574,0.01968354437638838
1.1,103,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,3.051084117622316,0.009729745656867352,0.007551280488325325,0.004792107199698513
1.1,104,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,140,90,600,600,medium,32,4,1,64,600,600,0.5686235704270454,0.05396930220661567,0.034990255595562306,0.01810613498126114
1.1,104,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,140,90,600,600,medium,32,4,1,64,600,600,0.9928017724568204,0.044930869287016534,0.03297862652415866,0.018795722183302173
1.1,104,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,140,90,600,600,medium,32,4,1,64,600,600,1.1734296976174896,0.039957292419312986,0.028925254358077995,0.01664104312657656
1.1,104,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,140,90,600,600,medium,32,4,1,64,600,600,0.7406075087239374,0.04494019495173076,0.033662334705793315,0.019527855392451693
1.1,104,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,140,90,600,600,medium,32,4,1,64,600,600,2.9096543050631754,0.011431415637638827,0.00888940220942919,0.005570180369214987
1.1,105,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,137,86,600,600,medium,32,4,1,64,600,600,0.41193666159910264,0.054297672793406436,0.03612747614151397,0.019084450373432687
1.1,105,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,137,86,600,600,medium,32,4,1,64,600,600,1.0851471979367027,0.03673309232573726,0.02683239727475513,0.015521382515543351
1.1,105,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,137,86,600,600,medium,32,4,1,64,600,600,1.2410451016536155,0.037195670153404914,0.026650201745450318,0.015071548071559172
1.1,105,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,137,86,600,600,medium,32,4,1,64,600,600,0.716920295772665,0.04132734354682437,0.03049058991401631,0.017429241314847646
1.1,105,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,137,86,600,600,medium,32,4,1,64,600,600,2.9119632263670514,0.008136627177154979,0.006672127347477684,0.004500994261953244
1.1,106,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,148,85,600,600,medium,32,4,1,64,600,600,0.5110574395607159,0.05552025623559955,0.03640297547091706,0.018797921000926178
1.1,106,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,148,85,600,600,medium,32,4,1,64,600,600,1.1334229188865272,0.03945574386624724,0.029417165950817465,0.017258367441389217
1.1,106,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,148,85,600,600,medium,32,4,1,64,600,600,1.1101911371096644,0.04027914480985215,0.029611026998819845,0.01712071230020767
1.1,106,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,148,85,600,600,medium,32,4,1,64,600,600,0.7701822517162044,0.04247322174124959,0.03306652561745161,0.020133982261767942
1.1,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,148,85,600,600,medium,32,4,1,64,600,600,2.621563064649431,0.013492833092312058,0.010485547902899753,0.006530069904831984
1.1,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,142,84,600,600,medium,32,4,1,64,600,600,0.38153416158863207,0.05871017339172112,0.03844239277943011,0.020071513759025775
1.1,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,142,84,600,600,medium,32,4,1,64,600,600,1.0709625658665987,0.0422190317947953,0.030317686503682374,0.01714169393608041
1.1,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,142,84,600,600,medium,32,4,1,64,600,600,1.1414157716042497,0.042860818586219845,0.030355598742477997,0.016768901775217133
1.1,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,142,84,600,600,medium,32,4,1,64,600,600,0.6087496726066051,0.04320876743055815,0.031830105934335,0.018427733837693864
1.1,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,142,84,600,600,medium,32,4,1,64,600,600,2.7149057538335732,0.014397105819653788,0.010421575557332493,0.006067454311158348
1.1,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,0.4250426608764197,0.058560619998346615,0.03792581983035496,0.019634144392265955
1.1,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,1.131184724668106,0.04134204399071512,0.030147451851307232,0.0171823374059934
1.1,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,1.0524402709767378,0.04517808844125615,0.033166592003784884,0.018894651008953302
1.1,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,0.6812472525840789,0.046955909131212135,0.03569806744474945,0.020666348081213558
1.1,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,146,85,600,600,medium,32,4,1,64,600,600,2.967245542505238,0.009648123341039412,0.007565013619772104,0.004865996067097121
1.1,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,149,93,600,600,medium,32,4,1,64,600,600,0.39037711283795073,0.07135269560614088,0.04511937473641392,0.02228656548910422
1.1,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,149,93,600,600,medium,32,4,1,64,600,600,0.9566012713749026,0.05073579598120476,0.0360345478058684,0.02010263530947101
1.1,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,149,93,600,600,medium,32,4,1,64,600,600,1.0002595553701523,0.047935062129738755,0.03457542490622175,0.019598046642081143
1.1,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,149,93,600,600,medium,32,4,1,64,600,600,0.6238211581395539,0.04298798755856002,0.03202805283539841,0.018833712576579564
1.1,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,149,93,600,600,medium,32,4,1,64,600,600,2.4973961234183415,0.01705344180300241,0.012702247137491943,0.007485105467964979
1.1,110,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,141,98,600,600,medium,32,4,1,64,600,600,0.3662832997658191,0.057726296460250855,0.038728490047573234,0.02042940923549788
1.1,110,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,141,98,600,600,medium,32,4,1,64,600,600,1.1225539018275925,0.040452683007131826,0.029764105113995184,0.016944535731952377
1.1,110,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,141,98,600,600,medium,32,4,1,64,600,600,0.9619974763284926,0.04345750481368314,0.03192447990233823,0.018154449888864797
1.1,110,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,141,98,600,600,medium,32,4,1,64,600,600,0.6256313235079374,0.044250963848629664,0.03324643967868891,0.01935714787965985
1.1,110,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,141,98,600,600,medium,32,4,1,64,600,600,1.5592367688098263,0.02451532355279781,0.018731542312078808,0.01144106749980036
1.2,101,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,156,64,600,600,medium,32,4,1,64,600,600,0.4479262866090017,0.05103471037678826,0.0330732748983859,0.017120351250943706
1.2,101,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,156,64,600,600,medium,32,4,1,64,600,600,1.2049023097617018,0.027433100670572527,0.020909113507987707,0.012812138145015408
1.2,101,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,156,64,600,600,medium,32,4,1,64,600,600,1.3309749755102698,0.02972340665953914,0.02174359663817504,0.012756927768478189
1.2,101,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,156,64,600,600,medium,32,4,1,64,600,600,0.7609711439837601,0.039812656704498794,0.02943246849930174,0.017595660941386437
1.2,101,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,156,64,600,600,medium,32,4,1,64,600,600,2.9595118022825533,0.005272025250683277,0.004583595233751937,0.003259362194957663
1.2,102,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,151,76,600,600,medium,32,4,1,64,600,600,0.43249402104549367,0.05230721554310321,0.035255938101719286,0.01876920160085366
1.2,102,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,151,76,600,600,medium,32,4,1,64,600,600,1.09321693798562,0.03420568829755885,0.026584599815671416,0.016132500024167627
1.2,102,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,151,76,600,600,medium,32,4,1,64,600,600,1.0605987213633736,0.029189219169362766,0.0230515671029587,0.014381828403249017
1.2,102,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,151,76,600,600,medium,32,4,1,64,600,600,0.5913838479037511,0.036431387500680236,0.028235186139872963,0.017233777726992253
1.2,102,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,151,76,600,600,medium,32,4,1,64,600,600,2.6785072640992285,0.004798042013420905,0.003926836236874637,0.0025450603464174117
1.2,103,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,153,68,600,600,medium,32,4,1,64,600,600,0.36234635052407527,0.05270077256660478,0.035751733667146596,0.019515898954530604
1.2,103,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,153,68,600,600,medium,32,4,1,64,600,600,1.0086105300808441,0.03630572350381162,0.027063923367925187,0.016181663835301348
1.2,103,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,153,68,600,600,medium,32,4,1,64,600,600,1.0382315871310448,0.03238701960618711,0.024016807516879957,0.014360612739395578
1.2,103,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,153,68,600,600,medium,32,4,1,64,600,600,0.7203887644243525,0.0334207287738958,0.025023931484971625,0.015283417884192602
1.2,103,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,153,68,600,600,medium,32,4,1,64,600,600,3.014596299322174,0.00520844090172295,0.003947389065244594,0.0023342805795019588
1.2,104,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,156,68,600,600,medium,32,4,1,64,600,600,0.38547112809738204,0.055177355620561856,0.03719086690020516,0.019970548893879125
1.2,104,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,156,68,600,600,medium,32,4,1,64,600,600,0.9999923041449104,0.04092833043790016,0.030747380387234118,0.017959107211344423
1.2,104,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,156,68,600,600,medium,32,4,1,64,600,600,1.098340226201015,0.033189759877223696,0.024316566521481526,0.014486888103554224
1.2,104,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,156,68,600,600,medium,32,4,1,64,600,600,0.574601163900386,0.041311427185890835,0.03113432456721727,0.018696834736837458
1.2,104,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,156,68,600,600,medium,32,4,1,64,600,600,2.9556037045131016,0.0052761694583487485,0.004408135762501651,0.0030449341607917367
1.2,105,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,146,78,600,600,medium,32,4,1,64,600,600,0.37154078912063315,0.045764578046502066,0.03198263477392951,0.01783762121144278
1.2,105,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,146,78,600,600,medium,32,4,1,64,600,600,0.9788480956565045,0.032379052349874954,0.024720976351469373,0.01510406990730311
1.2,105,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,146,78,600,600,medium,32,4,1,64,600,600,0.9964041107962645,0.031904379142627025,0.023971890346636385,0.014487652844345764
1.2,105,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,146,78,600,600,medium,32,4,1,64,600,600,0.6639040899728035,0.033318315354786715,0.02614530883494008,0.01636089972328666
1.2,105,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,146,78,600,600,medium,32,4,1,64,600,600,2.403700430484358,0.01013526846146485,0.007559789249577787,0.004408896545154398
1.2,106,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,152,69,600,600,medium,32,4,1,64,600,600,0.45183704696098637,0.04850363992414632,0.03223627887951325,0.017055318819070086
1.2,106,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,152,69,600,600,medium,32,4,1,64,600,600,1.0108667509359062,0.03429364212684782,0.025010105088550928,0.014638999400662664
1.2,106,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,152,69,600,600,medium,32,4,1,64,600,600,1.276897380996905,0.03438866258057197,0.02566496561290159,0.015167765857397552
1.2,106,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,152,69,600,600,medium,32,4,1,64,600,600,0.6734997827560114,0.04179328504460648,0.03160055771427271,0.01865072586410612
1.2,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,152,69,600,600,medium,32,4,1,64,600,600,2.5598016871189118,0.007285849399186114,0.0057939781813760634,0.0038262196348152295
1.2,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,151,65,600,600,medium,32,4,1,64,600,600,0.48597297186122257,0.04796955763091769,0.03137226397329144,0.01647885559161984
1.2,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,151,65,600,600,medium,32,4,1,64,600,600,1.0848743176006175,0.03344369681860949,0.024899324983463273,0.01477286752954059
1.2,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,151,65,600,600,medium,32,4,1,64,600,600,1.2368645921823664,0.03175695105105956,0.023342349282557892,0.013455804287749142
1.2,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,151,65,600,600,medium,32,4,1,64,600,600,0.5348999932726325,0.03641334763616434,0.027333383432945675,0.016596326274030387
1.2,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,151,65,600,600,medium,32,4,1,64,600,600,2.7362490259639136,0.00732097466587854,0.005372410734426424,0.003173429783165352
1.2,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,143,71,600,600,medium,32,4,1,64,600,600,0.34780973739223664,0.05366563784461121,0.03548516406743513,0.01840924082243082
1.2,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,143,71,600,600,medium,32,4,1,64,600,600,1.0079846945586433,0.035596538961310244,0.02616300977513998,0.015211171738208327
1.2,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,143,71,600,600,medium,32,4,1,64,600,600,1.1125296084943308,0.03620052051305117,0.026615653740738886,0.01539096326551261
1.2,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,143,71,600,600,medium,32,4,1,64,600,600,0.671770261086591,0.03123824262391478,0.02394216031754586,0.01471703889947805
1.2,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,143,71,600,600,medium,32,4,1,64,600,600,2.7206567645419,0.004472470455881076,0.0037751416786595497,0.0025837113310244295
1.2,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,154,72,600,600,medium,32,4,1,64,600,600,0.4066954538487356,0.05223291558082992,0.034722749725313064,0.01848498354202098
1.2,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,154,72,600,600,medium,32,4,1,64,600,600,1.002092851703783,0.039887450232220796,0.028894048753534775,0.016215285959688464
1.2,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,154,72,600,600,medium,32,4,1,64,600,600,1.1258567019895263,0.03327592570861843,0.025147385487861974,0.015153543752211635
1.2,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,154,72,600,600,medium,32,4,1,64,600,600,0.5929417643094939,0.03377572963014758,0.026874495276759638,0.01697931523942666
1.2,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,154,72,600,600,medium,32,4,1,64,600,600,2.3861044952386385,0.010271172657811398,0.007965888840633123,0.004900176900011564
1.2,110,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,143,75,600,600,medium,32,4,1,64,600,600,0.3958925397847564,0.04294512706275348,0.029584067472023988,0.016285730399925757
1.2,110,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,143,75,600,600,medium,32,4,1,64,600,600,1.0212717019193016,0.03712105419070961,0.027211387004709885,0.015715416600473493
1.2,110,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,143,75,600,600,medium,32,4,1,64,600,600,1.0805782482135817,0.037408286601086346,0.027348431133265936,0.015533565176901106
1.2,110,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,143,75,600,600,medium,32,4,1,64,600,600,20.008303408313946,0.000226606605007873,0.0002236895158396761,0.00021530863062401266
1.2,110,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,143,75,600,600,medium,32,4,1,64,600,600,1.9909798590906045,0.010702637463914179,0.008479729577355368,0.005267386022748828
1.3,101,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,167,48,600,600,medium,32,4,1,64,600,600,0.4214635304696469,0.04096591401776358,0.027709564920333586,0.015274353001707104
1.3,101,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,167,48,600,600,medium,32,4,1,64,600,600,0.9618227025403405,0.030097155893909572,0.022623083886482587,0.0137597483200651
1.3,101,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,167,48,600,600,medium,32,4,1,64,600,600,1.1939861504978684,0.02693011098726213,0.020563697880999477,0.012737195330454013
1.3,101,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,167,48,600,600,medium,32,4,1,64,600,600,0.6774364073310594,0.03550807458394912,0.026612694729493742,0.016132509536151515
1.3,101,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,167,48,600,600,medium,32,4,1,64,600,600,2.747093917481843,0.00549700013084442,0.00436770295803041,0.0027587836073463302
1.3,102,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,155,52,600,600,medium,32,4,1,64,600,600,0.4238364094080278,0.03680127733272585,0.024581070219730897,0.013130862303919088
1.3,102,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,155,52,600,600,medium,32,4,1,64,600,600,0.9741110556525432,0.02515265198177302,0.0195229634693823,0.012386003329507208
1.3,102,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,155,52,600,600,medium,32,4,1,64,600,600,1.128599185355325,0.019011892936455332,0.01477829815176743,0.009469914410937539
1.3,102,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,155,52,600,600,medium,32,4,1,64,600,600,0.5203789271534368,0.026066096102199936,0.020487392806960082,0.013071060588929947
1.3,102,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,155,52,600,600,medium,32,4,1,64,600,600,2.356103381200354,0.0019413588248923638,0.0016854599967969636,0.001237306723066552
1.3,103,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,152,60,600,600,medium,32,4,1,64,600,600,0.36381331209228057,0.04565769026382632,0.030376476103419342,0.01608514943660002
1.3,103,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,152,60,600,600,medium,32,4,1,64,600,600,0.965080088954322,0.02924926768617018,0.02244694020613404,0.013751686055683934
1.3,103,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,152,60,600,600,medium,32,4,1,64,600,600,1.0952440448218161,0.0232724414690133,0.017850893490032365,0.010998621042772988
1.3,103,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,152,60,600,600,medium,32,4,1,64,600,600,0.582946665745788,0.03133879615519095,0.02462854047410073,0.01544350599004155
1.3,103,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,152,60,600,600,medium,32,4,1,64,600,600,1.9681269909281287,0.004500414144433179,0.0035936024024943503,0.002349058749578082
1.3,104,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,159,56,600,600,medium,32,4,1,64,600,600,0.41070893236962747,0.04602657733285802,0.03068169694230543,0.016215080258856797
1.3,104,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,159,56,600,600,medium,32,4,1,64,600,600,0.8884133295231065,0.033204668456427056,0.025096578247054458,0.015353825126693445
1.3,104,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,159,56,600,600,medium,32,4,1,64,600,600,0.9878157160386051,0.031066675131547407,0.02299829042563259,0.013627370046197459
1.3,104,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,159,56,600,600,medium,32,4,1,64,600,600,0.524003531925602,0.040589928434033744,0.03163052795170616,0.019319063633202016
1.3,104,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,159,56,600,600,medium,32,4,1,64,600,600,2.3972329355782067,0.0026551853833917884,0.0023974237939143462,0.0018592563670362622
1.3,105,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,161,61,600,600,medium,32,4,1,64,600,600,0.31441779711558016,0.0476161577105539,0.03269749060385841,0.018072695553828094
1.3,105,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,161,61,600,600,medium,32,4,1,64,600,600,1.0241390832578785,0.03220727996546909,0.02468085270723626,0.015082581974125918
1.3,105,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,161,61,600,600,medium,32,4,1,64,600,600,1.042836043034162,0.030799663195873343,0.022354133984641075,0.012709062073644637
1.3,105,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,161,61,600,600,medium,32,4,1,64,600,600,0.544872796647798,0.04094224586219018,0.03176810904408846,0.019554537335048576
1.3,105,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,161,61,600,600,medium,32,4,1,64,600,600,2.3468028539546704,0.0031439242346499563,0.0025656671988675927,0.0017403790119048742
1.3,106,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,158,56,600,600,medium,32,4,1,64,600,600,0.3600192363601832,0.04408777894764135,0.029445403914378082,0.015914843365141266
1.3,106,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,158,56,600,600,medium,32,4,1,64,600,600,1.107956851412082,0.03155256737924653,0.0238198902912765,0.014219609147508012
1.3,106,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,158,56,600,600,medium,32,4,1,64,600,600,1.107025523453176,0.03022543347006763,0.021738213567189107,0.012466414587199383
1.3,106,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,158,56,600,600,medium,32,4,1,64,600,600,0.6136907534939651,0.034034590202752034,0.02550472347150816,0.01516745892067633
1.3,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,158,56,600,600,medium,32,4,1,64,600,600,2.4492091832636955,0.004126164581718183,0.003536881869662568,0.002460190900575605
1.3,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,160,54,600,600,medium,32,4,1,64,600,600,0.42470852785962543,0.04441656077770955,0.029037204166585895,0.015058552483665841
1.3,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,160,54,600,600,medium,32,4,1,64,600,600,1.0006579756298495,0.03056194605432156,0.023760090498918706,0.01456782124829199
1.3,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,160,54,600,600,medium,32,4,1,64,600,600,1.0746090895321274,0.02813420606957079,0.02176752413636222,0.013257158909852637
1.3,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,160,54,600,600,medium,32,4,1,64,600,600,0.4877024451858495,0.03213165766541216,0.025888729752341313,0.016750461096965263
1.3,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,160,54,600,600,medium,32,4,1,64,600,600,2.4020031500507217,0.0018665730604237338,0.0016305115925987564,0.0012025965316030736
1.3,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,164,51,600,600,medium,32,4,1,64,600,600,0.3544831599069147,0.039629098702935704,0.027701495509121016,0.015730273064784365
1.3,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,164,51,600,600,medium,32,4,1,64,600,600,1.0027132726459893,0.03168453815572966,0.023924840498296983,0.014381714392916573
1.3,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,164,51,600,600,medium,32,4,1,64,600,600,1.1314219600448474,0.025119991879167757,0.018438683736096705,0.011050386886062824
1.3,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,164,51,600,600,medium,32,4,1,64,600,600,0.501188601117529,0.02835397879021301,0.022264286613978244,0.013942246175566575
1.3,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,164,51,600,600,medium,32,4,1,64,600,600,2.569614573976487,0.0013650907854462625,0.0012907910457216464,0.0011077857716366918
1.3,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,159,61,600,600,medium,32,4,1,64,600,600,0.30136945125966164,0.05267889086845831,0.03508817325084848,0.018375627974359324
1.3,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,159,61,600,600,medium,32,4,1,64,600,600,0.880375062842962,0.036917208906677795,0.027327569721618504,0.016052719572028716
1.3,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,159,61,600,600,medium,32,4,1,64,600,600,0.9480724856621565,0.03349666724783771,0.02376594125605956,0.013803327434168858
1.3,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,159,61,600,600,medium,32,4,1,64,600,600,0.47517587676572715,0.03539064383489619,0.02755615306368652,0.017271496962822836
1.3,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,159,61,600,600,medium,32,4,1,64,600,600,2.234287735439393,0.006971917206343471,0.005190452661180581,0.0032177922737392168
