beta,seed,model_key,model_label,n,train_m,sigma,K,elite_frac,elite_total_count,elite_unseen_count,train_unique_count,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q,quality_coverage_Q1000,quality_coverage_Q2000,quality_coverage_Q5000
0.5,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,143,181,600,600,medium,32,4,1,64,600,600,1.4702859578157494,0.04319991914168968,0.03294595764158203,0.019428049253775326
0.5,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,147,171,600,600,medium,32,4,1,64,600,600,0.5142440832976409,0.08302508374759643,0.05427672918755256,0.026161476720829514
0.5,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,147,171,600,600,medium,32,4,1,64,600,600,0.939614654312119,0.06205843933835503,0.045789027396918695,0.025187274909395957
0.5,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,147,171,600,600,medium,32,4,1,64,600,600,1.0107995506423249,0.061531488403631075,0.04573104421753041,0.02502888480486865
0.5,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,147,171,600,600,medium,32,4,1,64,600,600,1.4147059438506613,0.04528303360775068,0.03406661136028751,0.020031338564687133
0.5,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,147,171,600,600,medium,32,4,1,64,600,600,1.9762421857120422,0.03702763142135065,0.028357716639915046,0.017205171919982637
0.5,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,144,182,600,600,medium,32,4,1,64,600,600,0.46099781689809716,0.07976501031614522,0.05192752506367846,0.02497331716786708
0.5,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,144,182,600,600,medium,32,4,1,64,600,600,0.9683872223112728,0.06043096484067496,0.0449924411266727,0.02480493863075405
0.5,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,144,182,600,600,medium,32,4,1,64,600,600,0.949507078539713,0.05782946784544552,0.043434909281940735,0.02416751911683929
0.5,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,144,182,600,600,medium,32,4,1,64,600,600,1.225463197453708,0.04658492673795059,0.033724410018360844,0.01875941844803595
0.5,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,144,182,600,600,medium,32,4,1,64,600,600,1.6596349082605122,0.03960463655384973,0.030508612811818367,0.0182525789413284
0.5,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,148,175,600,600,medium,32,4,1,64,600,600,0.44116695708735293,0.08343397546972942,0.055468522360052536,0.027101026554625686
0.5,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,148,175,600,600,medium,32,4,1,64,600,600,1.0672557938266933,0.05576460881718527,0.041597525534409215,0.023400602565220065
0.5,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,148,175,600,600,medium,32,4,1,64,600,600,0.9653921383777385,0.05973215859228996,0.044819986660285256,0.024828103470934622
0.5,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,148,175,600,600,medium,32,4,1,64,600,600,1.0642692727569842,0.04515773102155586,0.03497530775738164,0.021190930249695344
0.5,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,148,175,600,600,medium,32,4,1,64,600,600,1.5785596828968582,0.04098757165387917,0.0315477849777778,0.01895082416723002
0.5,110,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,150,185,600,600,medium,32,4,1,64,600,600,0.521571925238949,0.08418327799894167,0.05500781998120666,0.026572776039727648
0.5,110,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,150,185,600,600,medium,32,4,1,64,600,600,1.5479858241781868,0.06292285249963701,0.04401239791623111,0.02224430596739912
0.5,110,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,150,185,600,600,medium,32,4,1,64,600,600,0.9307219235317131,0.06561319167784041,0.04873773743271228,0.02644590863101336
0.5,110,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,150,185,600,600,medium,32,4,1,64,600,600,1.2331036673688853,0.0512841004170959,0.0390497104304639,0.022396705824881673
0.5,110,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,150,185,600,600,medium,32,4,1,64,600,600,1.447722103019096,0.04960508731673533,0.03742458983998293,0.021706584036151604
0.6,101,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,143,169,600,600,medium,32,4,1,64,600,600,0.5060521541150571,0.08152110452636185,0.05099212935482484,0.024545821656175297
0.6,101,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,143,169,600,600,medium,32,4,1,64,600,600,0.9975644499903162,0.06326769021090622,0.04562670508883486,0.024321489561719103
0.6,101,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,143,169,600,600,medium,32,4,1,64,600,600,0.9709007742371549,0.05873726057773328,0.04304998153738613,0.02359064678725141
0.6,101,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,143,169,600,600,medium,32,4,1,64,600,600,1.0276725044013286,0.0568939338949485,0.04234500555409565,0.023551095659544045
0.6,101,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,143,169,600,600,medium,32,4,1,64,600,600,1.552879375626939,0.04092726213549693,0.03075281561322143,0.01808535770246245
0.6,102,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,150,160,600,600,medium,32,4,1,64,600,600,0.6184656488794154,0.08359677154895806,0.05376489691365929,0.025954222130975257
0.6,102,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,150,160,600,600,medium,32,4,1,64,600,600,0.9118874140659317,0.07042928906549752,0.05058343254221791,0.026638654810266952
0.6,102,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,150,160,600,600,medium,32,4,1,64,600,600,1.0305806609081047,0.06517991993101842,0.04717930942079508,0.025431627224981726
0.6,102,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,150,160,600,600,medium,32,4,1,64,600,600,1.166125178861584,0.05381366657365879,0.03882883733469098,0.0213933700203576
0.6,102,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,150,160,600,600,medium,32,4,1,64,600,600,1.713260138656712,0.041200131323614345,0.03144678496254291,0.01865090698835009
0.6,103,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,140,173,600,600,medium,32,4,1,64,600,600,0.36019467987641185,0.08607741902010889,0.05425769197945007,0.025374492027502745
0.6,103,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,140,173,600,600,medium,32,4,1,64,600,600,0.9542976556272664,0.06526377636667825,0.046356791446377374,0.02440569026345502
0.6,103,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,140,173,600,600,medium,32,4,1,64,600,600,1.016985359035426,0.06214749709459132,0.044358024923953965,0.023484233430301153
0.6,103,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,140,173,600,600,medium,32,4,1,64,600,600,1.1105495537318675,0.05428745369808076,0.03999902456102163,0.022324799989204034
0.6,103,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,140,173,600,600,medium,32,4,1,64,600,600,1.7131216675821221,0.04023112971998529,0.02987416348006597,0.017442597520670036
0.6,104,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,135,158,600,600,medium,32,4,1,64,600,600,0.4661397793339394,0.07683801020581421,0.04889099787866188,0.02355493674851787
0.6,104,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,135,158,600,600,medium,32,4,1,64,600,600,0.9392412188281585,0.06230368610455172,0.04451781407047425,0.02360221017241571
0.6,104,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,135,158,600,600,medium,32,4,1,64,600,600,1.112931395894561,0.0560328670066609,0.04038625562758747,0.02205268450241055
0.6,104,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,135,158,600,600,medium,32,4,1,64,600,600,1.1308538102110306,0.053827882804107094,0.039073619703737614,0.021281312469780475
0.6,104,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,135,158,600,600,medium,32,4,1,64,600,600,1.918513570330858,0.0353318957233086,0.02688119807341307,0.01616816663751481
0.6,105,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,141,162,600,600,medium,32,4,1,64,600,600,0.45925696992614856,0.08334197447801983,0.052720883954244464,0.02490295166265124
0.6,105,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,141,162,600,600,medium,32,4,1,64,600,600,1.1306194696030079,0.05786843409960468,0.04177829381778428,0.022468732333980813
0.6,105,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,141,162,600,600,medium,32,4,1,64,600,600,1.0225369581592356,0.06352988398054603,0.045914564950465,0.024267411698100375
0.6,105,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,141,162,600,600,medium,32,4,1,64,600,600,0.9735092992108543,0.049836507120182665,0.03725987805905781,0.02112170992733949
0.6,105,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,141,162,600,600,medium,32,4,1,64,600,600,1.7973504209982674,0.038843013383762066,0.029592987416620517,0.01740882660702907
0.6,106,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,141,174,600,600,medium,32,4,1,64,600,600,0.4460854256688902,0.08345301870213026,0.05308487349556839,0.0252844144138155
0.6,106,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,141,174,600,600,medium,32,4,1,64,600,600,0.9245979879867819,0.06423667660089558,0.046549228334369634,0.024959839402095594
0.6,106,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,141,174,600,600,medium,32,4,1,64,600,600,0.9995881692858862,0.06211848751035967,0.04474383324295437,0.024057027250206954
0.6,106,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,141,174,600,600,medium,32,4,1,64,600,600,1.0875110991020627,0.056512293827960317,0.04086915572141808,0.022408427874294774
0.6,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,141,174,600,600,medium,32,4,1,64,600,600,1.6184939732366077,0.046204642617537726,0.03319855509789876,0.018389733249181365
0.6,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,148,161,600,600,medium,32,4,1,64,600,600,0.42463606933123044,0.0886747455316563,0.056031279739978804,0.026257850182004102
0.6,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,148,161,600,600,medium,32,4,1,64,600,600,0.9968987306103616,0.06317514251706495,0.045810218765533185,0.024786670513083853
0.6,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,148,161,600,600,medium,32,4,1,64,600,600,0.9600002741259541,0.06569875231233765,0.048077329659653494,0.025939276990306678
0.6,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,148,161,600,600,medium,32,4,1,64,600,600,1.1140994029284856,0.053512606420197555,0.040241497202060446,0.02305787109029371
0.6,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,148,161,600,600,medium,32,4,1,64,600,600,2.0493689946149765,0.03810450354322161,0.02877130915414522,0.016914508157360616
0.6,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,142,172,600,600,medium,32,4,1,64,600,600,0.5811607720678875,0.07595419541633867,0.049195299130815884,0.02406606704311636
0.6,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,142,172,600,600,medium,32,4,1,64,600,600,0.9508227222556213,0.06293759759599277,0.045376588234139904,0.0242929731930688
0.6,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,142,172,600,600,medium,32,4,1,64,600,600,1.0500334515492828,0.05752817008830752,0.04222544790829876,0.02318599304884836
0.6,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,142,172,600,600,medium,32,4,1,64,600,600,1.1518799183950348,0.04487312280975145,0.03414157491479915,0.020203694608734807
0.6,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,142,172,600,600,medium,32,4,1,64,600,600,1.7114896645609914,0.03756989365172207,0.028665464642420504,0.0170502487672423
0.6,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,137,173,600,600,medium,32,4,1,64,600,600,0.5973067507506511,0.0750859622429939,0.047374467520757205,0.02257230341001882
0.6,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,137,173,600,600,medium,32,4,1,64,600,600,1.043894093826792,0.059493714143544034,0.04295906787340709,0.023018986195972264
0.6,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,137,173,600,600,medium,32,4,1,64,600,600,1.1031510157952429,0.05611472268523012,0.04075314532959317,0.022334456115283386
0.6,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,137,173,600,600,medium,32,4,1,64,600,600,1.0308765005674756,0.05693810691539694,0.04091610649370077,0.022209924912393972
0.6,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,137,173,600,600,medium,32,4,1,64,600,600,1.7435018962642594,0.03775633771180364,0.028992498558366858,0.017520619332967256
0.6,110,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,136,168,600,600,medium,32,4,1,64,600,600,0.5071591648016359,0.07774832359939003,0.05021326259537251,0.024144355473930245
0.6,110,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,136,168,600,600,medium,32,4,1,64,600,600,1.587359044997175,0.05965760478274997,0.04115810856347511,0.02074509656087462
0.6,110,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,136,168,600,600,medium,32,4,1,64,600,600,0.9593553524994474,0.060219925522929145,0.0437461508532419,0.02357203634109307
0.6,110,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,136,168,600,600,medium,32,4,1,64,600,600,0.9441721311784003,0.054192175735679485,0.03959013443512841,0.021714267292222224
0.6,110,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,136,168,600,600,medium,32,4,1,64,600,600,1.4674884055723254,0.044480143538436746,0.03351533929303225,0.019601625117562076
0.7,101,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,135,155,600,600,medium,32,4,1,64,600,600,0.5141457278798529,0.07850552354635496,0.04949062234124099,0.02352842368311399
0.7,101,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,135,155,600,600,medium,32,4,1,64,600,600,1.1835701086721353,0.057340584586806284,0.040567182629727624,0.021279428337061385
0.7,101,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,135,155,600,600,medium,32,4,1,64,600,600,1.072287412983253,0.057305896799669055,0.0412073193550595,0.022135695424954745
0.7,101,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,135,155,600,600,medium,32,4,1,64,600,600,0.8713304763939955,0.057007800131422315,0.04254702080534437,0.023429624119543854
0.7,101,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,135,155,600,600,medium,32,4,1,64,600,600,1.6473814462900034,0.040350582563211,0.030279484819759308,0.017615127434922724
0.7,102,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,138,154,600,600,medium,32,4,1,64,600,600,0.5998699507123755,0.07710770551735692,0.04930722266805478,0.023759475442301222
0.7,102,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,138,154,600,600,medium,32,4,1,64,600,600,0.9630781515906326,0.06053993912416173,0.043625939451268664,0.023447850310096885
0.7,102,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,138,154,600,600,medium,32,4,1,64,600,600,1.121206108374471,0.057908997138530864,0.04153852850671778,0.022416290780894133
0.7,102,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,138,154,600,600,medium,32,4,1,64,600,600,1.0050279301309133,0.052069553898670205,0.03746503270972306,0.020677124059047373
0.7,102,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,138,154,600,600,medium,32,4,1,64,600,600,2.1008252700005436,0.03095629485958664,0.02417037408902866,0.014812206008001285
0.7,103,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,136,153,600,600,medium,32,4,1,64,600,600,0.5704115384406772,0.08042427027595696,0.049953592693493476,0.023485200801280574
0.7,103,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,136,153,600,600,medium,32,4,1,64,600,600,1.028606966307665,0.06265989251839575,0.0435206588404854,0.02277966672564605
0.7,103,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,136,153,600,600,medium,32,4,1,64,600,600,1.0795901455915708,0.0636861118900746,0.04445477770524535,0.023194433245635405
0.7,103,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,136,153,600,600,medium,32,4,1,64,600,600,1.2061016929923583,0.05598845618843409,0.04001988599626722,0.021339900182626225
0.7,103,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,136,153,600,600,medium,32,4,1,64,600,600,2.0742877018562735,0.03770301796497189,0.027631399118206987,0.015938168078686723
0.7,104,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,137,144,600,600,medium,32,4,1,64,600,600,0.5545312566936219,0.07880749266192892,0.048942088637883,0.023244204742697047
0.7,104,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,137,144,600,600,medium,32,4,1,64,600,600,1.038765587949308,0.06231855293759877,0.043813732419991085,0.02306096454014076
0.7,104,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,137,144,600,600,medium,32,4,1,64,600,600,1.0321154383439868,0.06442576851913663,0.04535193680843488,0.02378098945135888
0.7,104,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,137,144,600,600,medium,32,4,1,64,600,600,0.9908017998247336,0.056890241637191974,0.041406839712021665,0.022697894221722067
0.7,104,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,137,144,600,600,medium,32,4,1,64,600,600,1.8274935387552431,0.04109416962365833,0.030202889433220744,0.016994839439702723
0.7,105,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,138,152,600,600,medium,32,4,1,64,600,600,0.5050389543473073,0.08106494642270047,0.051738493115767906,0.02475286334104289
0.7,105,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,138,152,600,600,medium,32,4,1,64,600,600,0.988680331303277,0.06148777547199583,0.04404969217263924,0.02346953101492956
0.7,105,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,138,152,600,600,medium,32,4,1,64,600,600,1.069062126222744,0.05727218277107702,0.04085156772810393,0.021946765282347725
0.7,105,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,138,152,600,600,medium,32,4,1,64,600,600,1.150927345650424,0.042288266419871406,0.031148453714058156,0.017815208151273777
0.7,105,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,138,152,600,600,medium,32,4,1,64,600,600,1.8219679643461069,0.037699792752070964,0.028040493340478888,0.016116422425554992
0.7,106,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,135,152,600,600,medium,32,4,1,64,600,600,0.625115173975346,0.07444834849583397,0.045470528238348094,0.02170600890192542
0.7,106,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,135,152,600,600,medium,32,4,1,64,600,600,1.0430637212775655,0.05931949011674952,0.04227295809731072,0.02245172739867633
0.7,106,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,135,152,600,600,medium,32,4,1,64,600,600,1.0739349835022731,0.0553278120957298,0.04018398106194081,0.021920831823810816
0.7,106,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,135,152,600,600,medium,32,4,1,64,600,600,0.9838912978536823,0.04641132291134676,0.03539331743062941,0.020635894237787982
0.7,106,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,135,152,600,600,medium,32,4,1,64,600,600,1.831722763963189,0.035963883584434225,0.026495515875804513,0.01511238453527964
0.7,107,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,146,151,600,600,medium,32,4,1,64,600,600,0.44285227400618943,0.08248364157269272,0.05359630397001642,0.025771053162932652
0.7,107,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,146,151,600,600,medium,32,4,1,64,600,600,1.011627500239673,0.06518643578043347,0.04702764733525592,0.025237050713095434
0.7,107,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,146,151,600,600,medium,32,4,1,64,600,600,1.0187465082112657,0.06142720654823839,0.04489844158656456,0.02446549161855307
0.7,107,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,146,151,600,600,medium,32,4,1,64,600,600,0.8319827150006649,0.057338772695946415,0.041999973137737845,0.023059760806949714
0.7,107,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,146,151,600,600,medium,32,4,1,64,600,600,1.6275470490010961,0.03807932287780633,0.02890227084648825,0.0173875977539294
0.7,108,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,137,153,600,600,medium,32,4,1,64,600,600,0.3863380719646798,0.08786782572831624,0.05489223078662281,0.025406629191652073
0.7,108,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,137,153,600,600,medium,32,4,1,64,600,600,0.9654183187934462,0.06254021554583802,0.04454929008572816,0.02352811051865926
0.7,108,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,137,153,600,600,medium,32,4,1,64,600,600,0.9685732854655748,0.06364001922661744,0.04501532317469801,0.02371205994743355
0.7,108,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,137,153,600,600,medium,32,4,1,64,600,600,0.8520557547612182,0.05897297983360209,0.04336824324176195,0.0234837645490982
0.7,108,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,137,153,600,600,medium,32,4,1,64,600,600,1.9992986893402638,0.03553591466445093,0.026244714244892157,0.015195617163234726
0.7,109,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,136,161,600,600,medium,32,4,1,64,600,600,0.4348175528268916,0.07919680752686759,0.05098819518747771,0.02450533612392745
0.7,109,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,136,161,600,600,medium,32,4,1,64,600,600,0.9199205066157299,0.06257823309919941,0.04491071871041555,0.023868614234140596
0.7,109,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,136,161,600,600,medium,32,4,1,64,600,600,1.034230838159142,0.05837792016931438,0.04209070012101545,0.022694148877450467
0.7,109,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,136,161,600,600,medium,32,4,1,64,600,600,0.8661611778424307,0.05564877432935481,0.03965843985865534,0.021431918099763518
0.7,109,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,136,161,600,600,medium,32,4,1,64,600,600,1.4924618908916063,0.03958780512944676,0.029459573942547734,0.017009112332196055
0.7,110,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,133,161,600,600,medium,32,4,1,64,600,600,0.4848284190152239,0.08109462702190345,0.05041325792464634,0.0238242885349413
0.7,110,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,133,161,600,600,medium,32,4,1,64,600,600,1.1075714420568534,0.06382517319433915,0.044396748408298305,0.022675629668766475
0.7,110,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,133,161,600,600,medium,32,4,1,64,600,600,1.0164587255090094,0.06123165470742551,0.04396916025364396,0.023209046410935692
0.7,110,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,133,161,600,600,medium,32,4,1,64,600,600,1.0452097129314877,0.05444246560715102,0.03994053018106113,0.02144299937493418
0.7,110,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,133,161,600,600,medium,32,4,1,64,600,600,1.537912188565445,0.04374666151693981,0.032793362642528905,0.018685514366395563
0.8,101,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,134,138,600,600,medium,32,4,1,64,600,600,0.39849917531602247,0.07749832335478618,0.048824517192596686,0.023295906367873168
0.8,101,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,134,138,600,600,medium,32,4,1,64,600,600,1.6050487814032681,0.056386671147043856,0.03829666580637419,0.019577761479078453
0.8,101,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,134,138,600,600,medium,32,4,1,64,600,600,1.017240709234453,0.057977244258972715,0.040859197230536055,0.021868185886851934
0.8,101,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,134,138,600,600,medium,32,4,1,64,600,600,0.8911999400771735,0.056493043142583986,0.04167073740114225,0.022893654790829207
0.8,101,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,134,138,600,600,medium,32,4,1,64,600,600,1.8383519335082479,0.03753047291138589,0.027060885440882296,0.015449943653103202
0.8,102,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,149,139,600,600,medium,32,4,1,64,600,600,0.4538748846536148,0.08860943956486235,0.05456107163111504,0.02599253439097327
0.8,102,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,149,139,600,600,medium,32,4,1,64,600,600,1.0208344242281264,0.06365255676856535,0.0453985491742449,0.024245069178442578
0.8,102,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,149,139,600,600,medium,32,4,1,64,600,600,1.0035946276223682,0.05776590067241616,0.04185811761653582,0.02314113321213217
0.8,102,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,149,139,600,600,medium,32,4,1,64,600,600,1.1101873724341025,0.03983501450678015,0.030682115894028417,0.0188277063418274
0.8,102,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,149,139,600,600,medium,32,4,1,64,600,600,1.8094158710943924,0.030805332568533853,0.02372341305254799,0.014523687339944127
0.8,103,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,128,140,600,600,medium,32,4,1,64,600,600,0.4436536802429543,0.07080845418907901,0.044870797204672984,0.021553753758971998
0.8,103,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,128,140,600,600,medium,32,4,1,64,600,600,1.1645297360590767,0.050275773455216964,0.03590973089477994,0.019562516271268572
