budget_q,beta,model_key,model_label,n_seeds,min,q1,median,mean,std,ci95,q3,max
5000,0.1,iqp_parity_mse,IQP (parity),10,0.025528038360449874,0.02643632129640438,0.02705896902618357,0.026954211185368986,0.0008792792157197316,0.0006289547597323031,0.027657388209588817,0.028210986746370553
5000,0.1,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.01531403866936293,0.02122032588665841,0.022183761674963495,0.022180364806403778,0.0033747135636491847,0.0024139569327280373,0.023407871915699954,0.026984743324042052
5000,0.1,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.02112655045291291,0.024101922161084734,0.024782275237070155,0.024713366440805365,0.0016947235369737478,0.0012122479594124254,0.025625660597775324,0.02708045794280144
5000,0.1,classical_transformer_mle,AR Transformer (MLE),10,0.016949702254211163,0.0185732086463922,0.021103156681030952,0.020815049300033903,0.002710802896392666,0.0019390568478144681,0.022026326332293414,0.025494618735315906
5000,0.1,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.016807689310043714,0.01744539989402683,0.0183040461442493,0.018153333396032142,0.0008532150313462598,0.0006103108608124171,0.018606462791994263,0.019626026757975482
5000,0.2,iqp_parity_mse,IQP (parity),10,0.02581890244345921,0.027405159263326692,0.027693926742816656,0.027508005508935895,0.000774457824260314,0.000553975263001906,0.027833906403933233,0.028452577847028208
5000,0.2,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.018099769242483018,0.022085057081959913,0.024161004825053626,0.023990517334113524,0.0032244134826907287,0.002306446201646338,0.02659378990983345,0.027689316578515383
5000,0.2,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.024736779319049555,0.02499587922171564,0.0254771551759461,0.02549597289058899,0.0006322892648365332,0.000452281067875641,0.02578709631896975,0.026767076932225138
5000,0.2,classical_transformer_mle,AR Transformer (MLE),10,0.019309994341165766,0.02024728940555577,0.021109554575044175,0.021466608612801256,0.001744905391796549,0.001248143401814258,0.022596682043086756,0.024862857550475227
5000,0.2,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.017306787458587995,0.018188498754963898,0.018512483706559384,0.018979629878428494,0.0012504745416939348,0.0008944734515061747,0.02019495763355033,0.02080187282309535
5000,0.3,iqp_parity_mse,IQP (parity),10,0.02545038174330352,0.02647165277679557,0.02716160683068524,0.027311775725377175,0.0012920523689166291,0.0009242143709587463,0.028420349557743876,0.02931164221791705
5000,0.3,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.020643074980925574,0.022188851618875505,0.02572727337056554,0.02497650332165271,0.0030004800834767453,0.00214626502736101,0.02743925835312157,0.02910688918990485
5000,0.3,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.02378555516599368,0.024896074573583324,0.025995388178861836,0.025544310842914263,0.00094197536781495,0.0006738017691602585,0.026213305138142694,0.026530055356543777
5000,0.3,classical_transformer_mle,AR Transformer (MLE),10,0.01981063815068279,0.02197538891061395,0.02255333836047579,0.022575129423362254,0.0014126162565770274,0.001010454588673626,0.02347332819610138,0.02489074435077493
5000,0.3,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.01689776851507961,0.018632157992731904,0.01924867305544388,0.01919858113943448,0.0011412134165805729,0.0008163181812971492,0.019797094435313713,0.021241767257557737
5000,0.4,iqp_parity_mse,IQP (parity),10,0.024188991176584858,0.025852625062680587,0.026262171074471118,0.026151279199794698,0.0008988858213981051,0.0006429795060735588,0.026678668059856123,0.02720064877534896
5000,0.4,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.020244799202797873,0.02490095273582398,0.025289385341003716,0.025188994946874866,0.0020251486455076205,0.001448603420831276,0.02585508623144667,0.02769798445827979
5000,0.4,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.02445107132866358,0.025071089914505778,0.025354704935439506,0.025544331701437228,0.0007582662356737685,0.0005423933029975415,0.025992270500653336,0.026913452889553286
5000,0.4,classical_transformer_mle,AR Transformer (MLE),10,0.017609635943455396,0.021692400044143835,0.022237783726192843,0.02222610620873789,0.002034478715721314,0.0014552772872944285,0.02351893122104328,0.024698980395617878
5000,0.4,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.017326439527249847,0.01790042593264303,0.018969697040164046,0.019151478287726224,0.0016306822389572668,0.0011664387574128875,0.019540363274367735,0.02251516921560389
5000,0.5,iqp_parity_mse,IQP (parity),10,0.024972159230837128,0.025142225386038677,0.02573857915760675,0.025949467814741438,0.0009590738391282703,0.0006860324289147442,0.02652515193684129,0.027637232762619715
