budget_q,beta,model_key,model_label,n_seeds,min,q1,median,mean,std,ci95,q3,max
1000,0.1,iqp_parity_mse,IQP (parity),10,0.057668743049052534,0.06120196798263971,0.06399954737266411,0.06456085168263831,0.004672700865009534,0.0033424166036352325,0.0680240070508537,0.0709519201171002
1000,0.1,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.02711960708546825,0.034715813728224895,0.04281792854984355,0.0404602402680505,0.007702545269353896,0.0055096861413335835,0.04423517616403899,0.05083356845685883
1000,0.1,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.03952368651725633,0.04094622986389901,0.042547668267936545,0.04256612157889253,0.0019947531963000224,0.0014268613369612826,0.043705116986099884,0.04544709568772968
1000,0.1,classical_transformer_mle,AR Transformer (MLE),10,0.029993181640095012,0.03583625178646806,0.03869821014065275,0.038676324520116726,0.005023730685464058,0.003593510763983522,0.042084667321388235,0.04635308709789919
1000,0.1,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.026914757331966035,0.030302807919126745,0.03273900623838978,0.03220569951105177,0.002872250124519726,0.0020545412136003505,0.03352915047643974,0.036456091031295546
1000,0.2,iqp_parity_mse,IQP (parity),10,0.06647100672510631,0.07399761185573475,0.07618438746550275,0.07564084594160578,0.004034513014713569,0.0028859162350709467,0.07773675603480967,0.08037339196660187
1000,0.2,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04450291854124184,0.04734125390989127,0.05080961796560947,0.050796945422804066,0.004283575673873642,0.0030640725500955066,0.05395096165008695,0.05714916098096296
1000,0.2,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04617650624656434,0.04778747174562333,0.04993020069335922,0.04987582188605233,0.0026682796257901,0.0019086396458987192,0.05139696511024032,0.05400780871859744
1000,0.2,classical_transformer_mle,AR Transformer (MLE),10,0.03726401857557602,0.04663600549195,0.04896687027180786,0.04876255941805807,0.005416732553186245,0.003874627832223587,0.05241495048211833,0.05539018032066942
1000,0.2,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.03160538187912605,0.03360898648831723,0.036481677068321935,0.03647183539401403,0.0034644286394446373,0.002478130772996861,0.03851333350993891,0.04209107761958968
1000,0.3,iqp_parity_mse,IQP (parity),10,0.07056025248309743,0.0747182015300366,0.07729946609701623,0.07859515667836461,0.00548871992471036,0.003926120917868343,0.08316849171373608,0.08683035198532423
1000,0.3,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04769192539616566,0.05290091817735926,0.05467763053182141,0.054709709035749524,0.0039036509395732407,0.002792309649635416,0.05622987827129435,0.062328139370186934
1000,0.3,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04967400544355143,0.052601313400284816,0.05366846706921686,0.05477631121717388,0.003451946641553407,0.0024692023099508738,0.05786190077568937,0.05926118021792077
1000,0.3,classical_transformer_mle,AR Transformer (MLE),10,0.040019503383197604,0.047345266155051836,0.04899546701088821,0.04982670079321724,0.005362706574638091,0.0038359826604174472,0.053361794901821885,0.059259077606571016
1000,0.3,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.036755990523087034,0.037701773266184506,0.03993542372810821,0.04077736578719358,0.003474061234454104,0.0024850210376266444,0.044362858233213176,0.04550189348019316
1000,0.4,iqp_parity_mse,IQP (parity),10,0.08080062984938755,0.08335617696283347,0.08475451239724886,0.08547413605487252,0.0034703363924098946,0.00248235663126849,0.0863458412172567,0.09176558077792155
1000,0.4,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.056601269038371926,0.0578241701487531,0.06015522009253666,0.06076135929831248,0.0034877236171423106,0.0024947938384246226,0.06429531433919773,0.06508541177467124
1000,0.4,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.05108350675373019,0.058568528760288764,0.06026578009694697,0.05919506080944055,0.003624104965137594,0.0025923483995092126,0.06065332434394127,0.06398761322059036
1000,0.4,classical_transformer_mle,AR Transformer (MLE),10,0.03654021402119189,0.049274485986234795,0.050779041836535505,0.04951703608257585,0.005989009524368966,0.004283981673956254,0.05263277414003507,0.05566257127519803
1000,0.4,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.03390006315205416,0.03877900284286635,0.04233336360595606,0.041598911604389735,0.004010562203083754,0.0028687840469051058,0.04492518008353031,0.04624962473001159
1000,0.5,iqp_parity_mse,IQP (parity),10,0.07565605069151013,0.07921979716067722,0.08044251140841618,0.08091756703558343,0.003458063476341636,0.0024735777259572715,0.08346155296480152,0.08701358964847906
1000,0.5,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.05930017619214142,0.06051728453236095,0.0626592411196902,0.06202970824858772,0.0017338024317626202,0.0012402013744859527,0.06313961476288273,0.06441300310950938
1000,0.5,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.057466580917514734,0.06079475725776188,0.061632088167549975,0.061139725398698476,0.0018832944007675424,0.0013471340572634445,0.06237654874648434,0.06332876621700233
1000,0.5,classical_transformer_mle,AR Transformer (MLE),10,0.04545300713627899,0.049494768045427386,0.05223469175504964,0.052476628631904956,0.004649235447129803,0.003325631621116928,0.05489927934871053,0.060533342759608685
1000,0.5,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.03759118470703696,0.03977899417271711,0.04310254171855665,0.042461096754331705,0.0031293411738801628,0.002238440293993672,0.04498795245325719,0.04613555458497848
1000,0.6,iqp_parity_mse,IQP (parity),10,0.0705236488612897,0.07722295986117295,0.08106257285948727,0.08074490008483023,0.005469141652704879,0.003912116438807501,0.08517377158641445,0.08782116931049026
1000,0.6,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.05589746580373768,0.060092080717029345,0.06256047167857773,0.06167574427997208,0.0030407324425821523,0.002175057829916995,0.06342106382613576,0.06546154026113746
1000,0.6,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.05185083631615241,0.05531398264198216,0.060728864683510575,0.0593393830763105,0.004752772635165504,0.0033996925178834334,0.06143018749165699,0.06752015491024532
1000,0.6,classical_transformer_mle,AR Transformer (MLE),10,0.04343893924886296,0.04882621265409298,0.05255730424680309,0.05301606187187322,0.005714068453177468,0.004087314344306886,0.05717056277682866,0.06064840584949987
1000,0.6,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.033600070946512677,0.03685106393036959,0.04000983800215157,0.03945732823421592,0.003626567554185617,0.0025941099072024788,0.040844404922712484,0.04452655293858113
1000,0.7,iqp_parity_mse,IQP (parity),10,0.07123694653793165,0.07330360831777605,0.07789779773811994,0.07928761464084935,0.0070130886986297086,0.00501651288756716,0.0846019836502502,0.08942613364438917
1000,0.7,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.05479017504093471,0.05973313600173288,0.06201891356048664,0.06126216725232118,0.002957081562474193,0.0021152217525264574,0.06299192049896593,0.06470383853029685
1000,0.7,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.056816564069056795,0.05740641088882224,0.059827346502049086,0.05988369389204505,0.0029232571405806798,0.002091026899782548,0.06062447427237933,0.06602476579707198
1000,0.7,classical_transformer_mle,AR Transformer (MLE),10,0.04437664154004598,0.05160530553425376,0.053137548822743366,0.05387200537578448,0.006142361086469794,0.004393675151490293,0.056491487583812894,0.06623488217233735
1000,0.7,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.02455267170572712,0.035397586007337785,0.03715914112148096,0.03633455837525044,0.004974374567248553,0.0035582059769277497,0.03911853074261348,0.04189731916017946
1000,0.8,iqp_parity_mse,IQP (parity),10,0.0627616252011301,0.07065233451000813,0.0762988847504476,0.0743257807318224,0.007148090705854947,0.0051130807962584,0.07870772519660232,0.0857835757351135
1000,0.8,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04970686505706671,0.0529900342919168,0.05523730894166032,0.0550874733044213,0.00331472306237703,0.0023710452948327147,0.05748716819242246,0.059734390915012744
1000,0.8,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.050438743602030656,0.05189006457577827,0.05232104908261685,0.05379723669977462,0.0031800813091472802,0.0022747350784207004,0.05506818573024594,0.06059501193105358
1000,0.8,classical_transformer_mle,AR Transformer (MLE),10,0.04614970917414071,0.04817419361855155,0.04923920301550121,0.04975501612455661,0.0029450911301864436,0.002106644909899221,0.05097342892878052,0.05486606608518775
1000,0.8,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.01903721306420475,0.028921379905518043,0.03099184809424074,0.030727951095268012,0.005241028652064318,0.0037489455655004824,0.03385955071812929,0.03772060395366262
1000,0.9,iqp_parity_mse,IQP (parity),10,0.06733332007396663,0.06884195801087062,0.07176933270031093,0.07182553039502389,0.00379035421598461,0.002711267686753562,0.07328918967269853,0.08026186189072501
1000,0.9,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.04889249601336315,0.051035440735608735,0.05228121886558723,0.05305917172351891,0.003085938296377096,0.002207393902922905,0.05421462538293899,0.05894253967936474
1000,0.9,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.04737500232115247,0.04915051633079967,0.051381077856865326,0.05180187792457782,0.0037687408074025576,0.0026958074598328174,0.05328541819563007,0.05914794929480026
1000,0.9,classical_transformer_mle,AR Transformer (MLE),10,0.04625687748836819,0.0474107655470733,0.04877548085354095,0.04920848757415654,0.002258156120075445,0.0016152753466116183,0.050982499742830076,0.052879990278510945
1000,0.9,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.01747622215538943,0.024268532616814758,0.025826012007075128,0.0258513162067893,0.004418529041703893,0.0031606056666769818,0.028029057240164273,0.034076476128519495
