model_key,metric,mean,std
d3pm_standard,TV_score,0.25832959314781195,0.004190009574705656
d3pm_standard,BSHS,0.3698069298271813,0.022255298727028427
d3pm_standard,Composite,0.27425395776941813,0.016202219468290247
d3pm_standard,q_holdout,0.0158625,0.0027341780383608057
d3pm_standard,R_Q1000,0.41275898275834244,0.03575210246507077
d3pm_standard,R_Q10000,0.8999342577840324,0.04325038434454408
