model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,0.6,101,200,20,global_smart,400,5000,32,900,0.2689683637945605,0.3683819146078892,0.2692988337842977,0.023819999999999997,0.454594182741599,0.9131222385270433,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,102,200,20,global_smart,400,5000,32,900,0.2608783637945606,0.41475249109940093,0.30655253984167113,0.013319999999999999,0.37801405812606675,0.896464820292447,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,103,200,20,global_smart,400,5000,32,900,0.2554783637945606,0.3495645762357789,0.2602583902585232,0.015430000000000001,0.3898951092359494,0.9058435568158838,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,104,200,20,global_smart,400,5000,32,900,0.2544433637945606,0.3889021785369634,0.2899486000429856,0.016130000000000002,0.3937041783721954,0.8292722415901144,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,105,200,20,global_smart,400,5000,32,900,0.2574283637945606,0.3895502161647849,0.2892689414016669,0.015239999999999998,0.3848364712887587,0.8288208557756429,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,106,200,20,global_smart,400,5000,32,900,0.2530733637945606,0.34325048537838004,0.2563829304195578,0.01513,0.38637566802000534,0.862205680498852,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,107,200,20,global_smart,400,5000,32,900,0.2592683637945606,0.36926762236501653,0.273528210112131,0.01605,0.47564244611865353,0.9303132747413441,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,108,200,20,global_smart,400,5000,32,900,0.25569836379456057,0.3672128636663238,0.27331713526252976,0.013489999999999999,0.45172528237118914,0.9733883148068374,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,109,200,20,global_smart,400,5000,32,900,0.2584781160335773,0.34333466580910654,0.25459016822175085,0.01639,0.4113753860952262,0.9404419630633593,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,110,200,20,global_smart,400,5000,32,900,0.2616883637945606,0.3817846435219805,0.2818760448368238,0.015360000000000002,0.4303195818225138,0.9281641688482875,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,111,200,20,global_smart,400,5000,32,900,0.2568083637945606,0.37734336701455207,0.28043843434281457,0.013659999999999999,0.433956636665897,0.888953407306923,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,112,200,20,global_smart,400,5000,32,900,0.2577433637945606,0.3443381335259974,0.2555872647082663,0.016330000000000004,0.36266879224205406,0.9022205711416553,1000,100000
