beta,model_key,seed,holdout_seed,holdout_mode,holdout_m_train,n,train_m,sigma,K,iqp_steps,artr_epochs,maxent_steps,TV,qH,Q80,R_Q10000
1.2,classical_maxent_parity,44,46,global,5000,12,200,1.0,512,600,600,600,0.5462049180956698,0.0010230370010589128,inf,0.07337500159852313
1.2,iqp_parity_mse,45,46,global,5000,12,200,1.0,512,600,600,600,0.4607467546089685,0.09275406205098809,4784.0,0.8860091398774843
1.2,classical_nnn_fields_parity,45,46,global,5000,12,200,1.0,512,600,600,600,0.586901168757961,0.043983440162642135,48779.0,0.5916430401770788
1.2,classical_dense_fields_xent,45,46,global,5000,12,200,1.0,512,600,600,600,0.5997917582450683,0.03508292193946171,61352.0,0.6453164373226424
1.2,classical_transformer_mle,45,46,global,5000,12,200,1.0,512,600,600,600,0.5067843943188399,0.00985286972868684,inf,0.44694186086178983
1.2,classical_maxent_parity,45,46,global,5000,12,200,1.0,512,600,600,600,0.5782380910897014,0.005527005172261828,inf,0.37282149989724084
1.2,iqp_parity_mse,46,46,global,5000,12,200,1.0,512,600,600,600,0.49452320080239526,0.054463902220313914,5553.0,0.8844874929131862
1.2,classical_nnn_fields_parity,46,46,global,5000,12,200,1.0,512,600,600,600,0.6031043194125215,0.03443854430978907,16880.0,0.7133737404842224
1.2,classical_dense_fields_xent,46,46,global,5000,12,200,1.0,512,600,600,600,0.6113030128772401,0.04647214918640655,14921.0,0.7357606021571633
1.2,classical_transformer_mle,46,46,global,5000,12,200,1.0,512,600,600,600,0.49164172025578257,0.012302181079490982,67441.0,0.6397459215604897
1.2,classical_maxent_parity,46,46,global,5000,12,200,1.0,512,600,600,600,0.7361980846867974,0.005023910184054733,inf,0.3921751096796186
