beta,model_key,seed,holdout_seed,holdout_mode,holdout_m_train,n,train_m,sigma,K,iqp_steps,artr_epochs,maxent_steps,TV,qH,Q80,R_Q10000
0.3,classical_dense_fields_xent,44,46,global,5000,12,200,1.0,512,600,600,600,0.5354178697648493,0.00972226622065905,5386.0,0.9166882313370868
0.3,classical_transformer_mle,44,46,global,5000,12,200,1.0,512,600,600,600,0.8024337903237297,0.0022771324011101367,738770.0,0.29881284662282215
0.3,classical_maxent_parity,44,46,global,5000,12,200,1.0,512,600,600,600,0.6414453732008135,0.005482380154616064,18006.0,0.6753363061832544
0.3,iqp_parity_mse,45,46,global,5000,12,200,1.0,512,600,600,600,0.33234388289966954,0.020918918687996155,2475.0,0.9847832431565904
0.3,classical_nnn_fields_parity,45,46,global,5000,12,200,1.0,512,600,600,600,0.5150444286897864,0.00937924135127026,4105.0,0.9636832867149978
0.3,classical_dense_fields_xent,45,46,global,5000,12,200,1.0,512,600,600,600,0.5314391829040319,0.009492009900460304,4595.0,0.93109313693281
0.3,classical_transformer_mle,45,46,global,5000,12,200,1.0,512,600,600,600,0.7675461337011116,0.0015233751877217418,7739714.0,0.26179930015469843
0.3,classical_maxent_parity,45,46,global,5000,12,200,1.0,512,600,600,600,0.635039366550546,0.006340363160762485,8478.0,0.8278974620227549
0.3,iqp_parity_mse,46,46,global,5000,12,200,1.0,512,600,600,600,0.33435874554360934,0.022185261347555815,2672.0,0.9562805203458193
0.3,classical_nnn_fields_parity,46,46,global,5000,12,200,1.0,512,600,600,600,0.5137076525622244,0.009523027180444864,4291.0,0.9600129579615716
0.3,classical_dense_fields_xent,46,46,global,5000,12,200,1.0,512,600,600,600,0.5301402069838702,0.010724986109572232,4821.0,0.9329383760013634
0.3,classical_transformer_mle,46,46,global,5000,12,200,1.0,512,600,600,600,0.7643161896200619,0.0020629473841902667,701212.0,0.30451626072181326
0.3,classical_maxent_parity,46,46,global,5000,12,200,1.0,512,600,600,600,0.6234895948291674,0.0075426301595797815,9821.0,0.8029763584868755
0.4,iqp_parity_mse,42,46,global,5000,12,200,1.0,512,600,600,600,0.3533401560911565,0.018427810306935216,5401.0,0.8791484454063074
0.4,classical_nnn_fields_parity,42,46,global,5000,12,200,1.0,512,600,600,600,0.5219807042373144,0.010114881403238624,4424.0,0.9528247721270964
0.4,classical_dense_fields_xent,42,46,global,5000,12,200,1.0,512,600,600,600,0.5397005481573285,0.008273868518394211,6423.0,0.8871560963118789
0.4,classical_transformer_mle,42,46,global,5000,12,200,1.0,512,600,600,600,0.7146036707152797,0.006915896757771465,152239.0,0.4045762401619698
0.4,classical_maxent_parity,42,46,global,5000,12,200,1.0,512,600,600,600,0.6424507295151217,0.006311657475646281,21576.0,0.6739959462146642
0.4,iqp_parity_mse,43,46,global,5000,12,200,1.0,512,600,600,600,0.3420066551133169,0.02265522363561031,3449.0,0.9167183080539221
0.4,classical_nnn_fields_parity,43,46,global,5000,12,200,1.0,512,600,600,600,0.5398979818191258,0.011389519498704825,4223.0,0.9431295949890359
