beta,model_key,model_label,n_seeds,min,q1,median,mean,std,ci95,q3,max
1.4,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.7675184019336483,0.7829531479246836,0.8281903683117213,0.8365233493684517,0.06424688303503293,0.04595625844490404,0.868069463397937,0.9403506966359553
1.4,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.9046766341144191,0.9751781866060771,0.9959273949982855,1.0221929028903187,0.08691305383315596,0.062169533765776504,1.079740419519126,1.1941997735853034
1.4,classical_transformer_mle,AR Transformer (MLE),10,0.3446630938937343,0.40164848089221994,0.512777325283913,0.478281681955977,0.09048709707489251,0.06472607265375563,0.5349576433278254,0.6056051763371925
1.4,classical_maxent_parity,"MaxEnt parity (P,z)",10,1.5897189739947963,1.8026037231598622,1.9679277333163863,1.938663707613398,0.2156921101832007,0.15428612084886353,2.088465770829,2.269917664303323
1.5,iqp_parity_mse,IQP (parity),10,0.20463907153251176,0.2384668558260528,0.256143111282258,0.27114940152112454,0.06420728910789966,0.04592793662348287,0.27402114283676193,0.42889012387073844
1.5,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.7038315573823586,0.7157153943950926,0.7268987582901305,0.7444139004512895,0.04593791990311556,0.032859725168888076,0.7458675798091721,0.834261062891315
1.5,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.873851564309622,0.9619999721159896,0.9997226941861115,1.0358899234543508,0.1316278630175831,0.09415435902295795,1.1020042130087657,1.3310223331960012
1.5,classical_transformer_mle,AR Transformer (MLE),10,0.3245207647660593,0.35247395830673234,0.3980773254341714,0.39484925949693916,0.04920930967835102,0.03519977385113712,0.4267693590289221,0.46622070124785975
1.5,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.9945455280024511,1.3311278050503141,1.4724865182978946,1.4438203949317423,0.2565756814285137,0.1835304339974989,1.5572862367383196,1.824338064444231
1.6,iqp_parity_mse,IQP (parity),10,0.19226796749343103,0.20580260681347612,0.21556967023619822,0.23158553915134203,0.050523496413488,0.03613982109376969,0.2307461119498181,0.36859269312445664
1.6,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.6070074836144608,0.6229953066126277,0.659613482088085,0.6626442658813712,0.047826380771136434,0.034210554837411165,0.6814956661304151,0.7444019103784443
1.6,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.808119925054152,0.8571705763480062,0.9009917841334817,0.9017559501493423,0.0650748182725283,0.04654848648699027,0.93059303999733,1.029742932728932
1.6,classical_transformer_mle,AR Transformer (MLE),10,0.2580241762336457,0.2969947320999917,0.35416257089557235,0.37572645984165776,0.09861028010767148,0.07053664401868999,0.46580877764077516,0.5129920277612968
1.6,classical_maxent_parity,"MaxEnt parity (P,z)",10,1.1044239547753674,1.2388611105320215,1.2831965662243658,1.3152715201669642,0.16923588210377524,0.12105564610615385,1.3029772747546544,1.621396427408294
1.7,iqp_parity_mse,IQP (parity),10,0.15530809782133315,0.1627032804201858,0.17837544076350637,0.2105452830427137,0.07171556344268187,0.05129865936525914,0.2282647619230094,0.3640515695543838
1.7,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.5187294019663087,0.5311528131215174,0.5558492469938376,0.5627114417407582,0.04681810629148979,0.03348932883575789,0.568557836781472,0.6810173709059593
1.7,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.6460390365457886,0.6843778772913781,0.7406654141924633,0.7603803788368394,0.09505342246087899,0.0679923981106263,0.8345787279502187,0.929298828182888
1.7,classical_transformer_mle,AR Transformer (MLE),10,0.21989831517387592,0.27534053346706827,0.28789915356801404,0.2857624322311079,0.033066055959384014,0.023652388125887738,0.30395259293513466,0.3312442051263013
1.7,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.7448405014632747,0.906541802842842,0.9653308652204198,1.1198686805396822,0.5764258436760034,0.41232156012691595,1.0425721414335527,2.7340294153536533
1.8,iqp_parity_mse,IQP (parity),10,0.12567967534944785,0.14779851454305235,0.17140790273807266,0.17229720664059622,0.03721777897926995,0.02662214552235935,0.19202278183076388,0.2472251343394969
1.8,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.4516862294862339,0.465530767846003,0.47400967790524173,0.47813723883852843,0.020390415136212182,0.01458541089515083,0.48709007345271227,0.5154876032982505
1.8,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.5738178696698368,0.6367675079474155,0.6746762835040154,0.6984425352538967,0.09104895457556905,0.06512797337314491,0.7505113444727199,0.8507479195594857
1.8,classical_transformer_mle,AR Transformer (MLE),10,0.16249623636192317,0.2126691669072843,0.30368100690813704,0.27847548950825624,0.07778394036251268,0.055639413109168645,0.33349061267503577,0.3918529847610004
1.8,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.5798705155941224,0.6436587654583158,0.765321501042577,1.1188826051856062,1.2427001644743623,0.8889123834531762,0.8352733855452518,4.6449879469006845
1.9,iqp_parity_mse,IQP (parity),10,0.10537792622756027,0.12743878449326276,0.15298451158950876,0.15877625189846528,0.04348453798531194,0.031104803402221867,0.1810346864034079,0.25127079654972095
1.9,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.403061345555912,0.40579995179253714,0.41381325018478143,0.4178379523987282,0.014597521262398279,0.01044171215938917,0.42748083776666507,0.4447985069570495
1.9,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.5356706223614716,0.5673064850646441,0.6454632984031793,0.6541091438297992,0.10855613229903839,0.07765098376824696,0.6811022781442458,0.8959832969375205
1.9,classical_transformer_mle,AR Transformer (MLE),10,0.14982768498038262,0.18792324813061653,0.2224638889463307,0.225864750118877,0.05049600091722332,0.03612015336713894,0.2678924662513207,0.2904706999735226
1.9,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.5118720789505131,0.6170778598085149,0.6746018009024108,1.056776627040332,0.8347452681563335,0.5970993060960647,0.8528605175082509,2.7127815525268617
2.0,iqp_parity_mse,IQP (parity),10,0.08452953786763139,0.10211048204629505,0.11266203275442709,0.11672668617679546,0.024488991653050476,0.017517152214979962,0.13087942598517485,0.16117917343900606
2.0,classical_nnn_fields_parity,Ising+fields (NN+NNN),10,0.33245029815836846,0.3413665963580295,0.363007019459985,0.3610762948383136,0.02166050513504497,0.015493915424511728,0.37387560855098206,0.3915371015654963
2.0,classical_dense_fields_xent,Dense Ising+fields (xent),10,0.4349287330671946,0.4928610098153548,0.5541022144185859,0.5523657994572394,0.09175743055444674,0.06563475134663127,0.5810537792656956,0.7104399741112656
2.0,classical_transformer_mle,AR Transformer (MLE),10,0.11839767669560122,0.16479071785959765,0.22644011339430015,0.21277297897137487,0.06126781505206959,0.0438253096473515,0.2610310239941828,0.29638966243053716
2.0,classical_maxent_parity,"MaxEnt parity (P,z)",10,0.41765017628574125,0.4875313654668798,0.5406587981910154,0.6590763976326207,0.2532507731457946,0.18115210314115335,0.8552129003383337,1.1292921015072912
