metric,n_common_seeds,parity_mean,mse_mean,delta_mean,delta_median,delta_ci95,parity_seed_wins,mse_seed_wins,ties
hardware_coverage_Q1000,10,0.05896225973288137,0.05825638341291706,0.0007058763199643082,0.0008442581921253856,0.0017922953154643735,6,4,0
hardware_coverage_Q2000,10,0.04093168869070539,0.0406878703594768,0.00024381833122859227,0.0002807002138051212,0.001183367221528978,6,4,0
hardware_coverage_Q5000,10,0.02153711057527744,0.021444044105563033,9.306646971440833e-05,9.762739943550494e-05,0.0006013852133492993,6,4,0
hardware_kl,10,2.856531347521205,2.874435148276624,-0.017903800755418375,0.004869311609754456,0.13646910918539043,5,5,0
