model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,1.2,101,200,20,global_smart,400,5000,24,250,0.3196817116506594,0.7960965435840102,0.5415990378919,0.0286,0.4140289197219701,0.8246405984821983,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,102,200,20,global_smart,400,5000,24,250,0.2801817116506594,0.7668919444866691,0.5520228468292917,0.023219999999999998,0.44900757643043016,0.8316403681521575,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,103,200,20,global_smart,400,5000,24,250,0.2673167188311958,0.8203616748560371,0.601065283678657,0.029049999999999996,0.39765171528871524,0.731857164257898,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,104,200,20,global_smart,400,5000,24,250,0.2607617188311958,0.8202366912515251,0.6063503617923646,0.031310000000000004,0.42522817674749636,0.8332665612101076,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,105,200,20,global_smart,400,5000,24,250,0.283146117673683,0.8436650237755776,0.6047845476764474,0.033100000000000004,0.4417939748957357,0.7818976214408299,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,106,200,20,global_smart,400,5000,24,250,0.32996171165065946,0.8273507047243611,0.5543566500581316,0.02913,0.4544223889444596,0.8504661315107824,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,107,200,20,global_smart,400,5000,24,250,0.2824249684501702,0.8123393554776468,0.5829144386360409,0.031000000000000003,0.40279114524093795,0.7776672587132935,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,108,200,20,global_smart,400,5000,24,250,0.299546117673683,0.7717369038823487,0.5405661104588829,0.0191,0.32257678144144314,0.6156721652849667,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,109,200,20,global_smart,400,5000,24,250,0.27570171883119576,0.7867320728568473,0.569828688110585,0.042449999999999995,0.3348989316370495,0.655972310917751,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,110,200,20,global_smart,400,5000,24,250,0.2953217116506594,0.842337654196105,0.5935770563711099,0.03490000000000001,0.4136520618730467,0.770272261464944,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,111,200,20,global_smart,400,5000,24,250,0.26839671883119576,0.7868526282631998,0.5756639646336543,0.033249999999999995,0.3966733410571355,0.7077654178476026,1000,100000
d3pm_standard,D3PM (MLP),12,1.2,112,200,20,global_smart,400,5000,24,250,0.28448071662699737,0.7874762545925563,0.5634544453593221,0.02821,0.4237430853620521,0.7851169466402756,1000,100000
