seed,curve_key,Q,R_Q
114,spectral,703,0.38254409935377254
114,parity_sim,703,0.43871196271705276
114,parity_hw,703,0.3524070742031283
114,mse_sim,703,0.4600714301067771
114,mse_hw,703,0.32992401381809017
114,target,724,0.5769507634439608
114,uniform,724,0.16203537491538386
114,spectral,724,0.39050688019194196
114,parity_sim,724,0.44502509270980134
114,parity_hw,724,0.3592211560944897
114,mse_sim,724,0.4672210580680713
114,mse_hw,724,0.3367700454320398
114,target,735,0.5815981641753423
114,uniform,735,0.16428302314455706
114,spectral,735,0.39461773051526866
114,parity_sim,735,0.4482617434220065
114,parity_hw,735,0.36273453189480787
114,mse_sim,735,0.4708892401074331
114,mse_hw,735,0.3403080974541875
114,target,744,0.5853490240010955
114,uniform,744,0.1661175230971174
114,spectral,744,0.39795085395296
114,parity_sim,744,0.45087510759744126
114,parity_hw,744,0.3655810925428929
114,mse_sim,744,0.4738522363572591
114,mse_hw,744,0.34317875726301594
114,target,764,0.5935221496664786
114,uniform,764,0.1701797850768803
114,spectral,764,0.4052615481573782
114,parity_sim,764,0.4565737541333774
114,parity_hw,764,0.37181823377851103
114,mse_sim,764,0.4803166438143451
114,mse_hw,764,0.3494815906305077
114,target,784,0.6014782157231299
114,uniform,784,0.1742222577303911
114,spectral,784,0.41244178671923726
114,parity_sim,784,0.4621276468996894
114,parity_hw,784,0.3779360908219236
114,mse_sim,784,0.4866206936466956
114,mse_hw,784,0.3556811325956078
114,target,794,0.6053772738972072
114,uniform,794,0.17623610320435637
114,spectral,794,0.41598384920290515
114,parity_sim,794,0.4648522701122883
114,parity_hw,794,0.38095134973645434
114,mse_sim,794,0.4897144988678583
114,mse_hw,794,0.3587429536455584
114,target,805,0.6096069036457484
114,uniform,805,0.17844566123158498
114,spectral,805,0.4198436498608148
114,parity_sim,805,0.46781024830167767
114,parity_hw,805,0.3842351607610411
114,mse_sim,805,0.4930740174243205
114,mse_hw,805,0.3620822177891826
114,target,825,0.617141713546252
114,uniform,825,0.18244786663477794
114,spectral,825,0.4267650012131093
114,parity_sim,825,0.47308645721106757
114,parity_hw,825,0.39011892619127103
114,mse_sim,825,0.49906803063211397
114,mse_hw,825,0.3680777338429919
114,target,845,0.6244819050044642
114,uniform,845,0.1864305752775824
114,spectral,845,0.4335641025165853
114,parity_sim,845,0.47823578959781354
114,parity_hw,845,0.3958933465581347
114,mse_sim,845,0.504919318986656
114,mse_hw,845,0.37397732261765915
114,target,857,0.6287954039268661
114,uniform,857,0.18881088154862896
114,spectral,857,0.4375859518315472
114,parity_sim,857,0.4812666618902541
114,parity_hw,857,0.3993067757534143
114,mse_sim,857,0.5083637639365525
114,mse_hw,857,0.377471971626793
114,target,865,0.6316341810096854
114,uniform,865,0.19039388213854733
114,spectral,865,0.44024351633398845
114,parity_sim,865,0.4832634407617857
114,parity_hw,865,0.4015614460773785
114,mse_sim,865,0.5106330969840266
114,mse_hw,865,0.3797832383027959
114,target,886,0.6389488344621786
114,uniform,886,0.1945345765866273
114,spectral,886,0.44713082423081707
114,parity_sim,886,0.48841687747013846
114,parity_hw,886,0.4074017126045608
114,mse_sim,886,0.5164899957131552
114,mse_hw,886,0.38578101919152924
114,target,906,0.6457356109022822
114,uniform,906,0.19845840477126486
114,spectral,906,0.4535726367911411
114,parity_sim,906,0.4932101174956437
114,parity_hw,906,0.4128608594839232
114,mse_sim,906,0.5219371351852431
114,mse_hw,906,0.3914016453032859
114,target,926,0.6523531577708345
114,uniform,926,0.2023631180104604
114,spectral,926,0.45990221124703934
114,parity_sim,926,0.4978958062996931
114,parity_hw,926,0.4182222632534834
114,mse_sim,926,0.5272611784507069
114,mse_hw,926,0.39693503233806066
114,target,946,0.6588070744976794
114,uniform,946,0.2062488094227535
114,spectral,946,0.4661218750201792
114,parity_sim,946,0.5024780764953146
114,parity_hw,946,0.4234885390707046
114,mse_sim,946,0.5324664104653126
114,mse_hw,946,0.4023831551264196
114,target,967,0.665413443430129
114,uniform,967,0.21030841455106217
114,spectral,967,0.4725367170440187
114,parity_sim,967,0.5071824344859839
114,parity_hw,967,0.42891850828427536
114,mse_sim,967,0.5378085041140394
114,mse_hw,967,0.40801401065227755
