model_key,metric,mean,std
d3pm_standard,TV_score,0.2594379755246852,
d3pm_standard,BSHS,0.6454384081200432,
d3pm_standard,Composite,0.47798717419150366,
d3pm_standard,q_holdout,0.02948,
d3pm_standard,R_Q1000,0.4897096124840307,
d3pm_standard,R_Q10000,0.9101192952759263,
iqp_parity_mse,TV_score,0.18156373974413875,0.024271653430688725
iqp_parity_mse,BSHS,0.6837156744226348,0.019872708861896456
iqp_parity_mse,Composite,0.5596565230238232,0.025223930957457476
