model_key,metric,mean,std
d3pm_standard,TV_score,0.2610246421913519,
d3pm_standard,BSHS,0.6172349859800538,
d3pm_standard,Composite,0.4561214446166261,
d3pm_standard,q_holdout,0.0013333333333333333,
d3pm_standard,R_Q1000,0.06212393642985534,
d3pm_standard,R_Q10000,0.3772235227653988,
iqp_parity_mse,TV_score,0.18156373974413875,0.024271653430688725
iqp_parity_mse,BSHS,0.6837156744226348,0.019872708861896456
iqp_parity_mse,Composite,0.5596565230238232,0.025223930957457476
