metric,mean,std,model_key
TV_score,0.2434298599860582,0.012583962418207586,transformer_strong_ar
BSHS,0.5533435653614781,0.04373353372267656,transformer_strong_ar
Composite,0.41829600976678544,0.027972803167034137,transformer_strong_ar
q_holdout,0.028769742367500253,0.008647231007948281,transformer_strong_ar
R_Q1000,0.5198841179774628,0.017991051832951493,transformer_strong_ar
R_Q10000,0.9563662933549373,0.009986680638355767,transformer_strong_ar
best_val_ce,0.60011887550354,0.008704568260015163,transformer_strong_ar
