n,model_key,q_holdout,R_Q10000,seed
12,transformer_strong_ar,0.035236482017175344,0.9579294561863925,101
12,transformer_strong_ar,0.03387572010161876,0.9427703697986607,102
12,transformer_strong_ar,0.016128659544603317,0.9379897723879228,103
12,transformer_strong_ar,0.026451190016913543,0.9708575895178528,104
