model_key,model_label,n,beta,seed,train_m,val_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,d_model,n_layers,n_heads,ff_mult,dropout,steps,batch_size,lr,weight_decay,best_val_ce,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval
transformer_strong_ar,Transformer AR (strong),12,0.8,101,200,200,20,global_smart,400,5000,160,6,8,4,0.1,200,256,0.002,0.01,0.6088494062423706,0.24760914526885297,0.5848008930440725,0.4399988437649678,0.03670652793654935,0.530869066255159,0.96306474603499,1000
transformer_strong_ar,Transformer AR (strong),12,0.8,102,200,200,20,global_smart,400,5000,160,6,8,4,0.1,200,256,0.002,0.01,0.5971444845199585,0.2566341744162278,0.5670365211418461,0.4215155716747585,0.035390128578601965,0.525793264190102,0.9440788660502536,1000
transformer_strong_ar,Transformer AR (strong),12,0.8,103,200,200,20,global_smart,400,5000,160,6,8,4,0.1,200,256,0.002,0.01,0.5893138647079468,0.22660930819915875,0.48868795687705263,0.37794671704388344,0.023893874567718167,0.5297774841166445,0.9525376049272717,1000
transformer_strong_ar,Transformer AR (strong),12,0.8,104,200,200,20,global_smart,400,5000,160,6,8,4,0.1,200,256,0.002,0.01,0.6051677465438843,0.24286681205999333,0.5728488903829414,0.4337229065835319,0.01908843838713153,0.4930966573479457,0.9657839564072341,1000
