metric,mean,std,model_key
TV_score,0.24586544101443972,0.012875026535019292,transformer_strong_ar
BSHS,0.46408395427740184,0.020208719647554267,transformer_strong_ar
Composite,0.34984287531512775,0.011920570374347534,transformer_strong_ar
q_holdout,0.02792301292007774,0.008759653479204437,transformer_strong_ar
R_Q1000,0.4844855676660153,0.029495288040402263,transformer_strong_ar
R_Q10000,0.9523867969727072,0.014962633869002746,transformer_strong_ar
best_val_ce,0.6338582336902618,0.014085791582029956,transformer_strong_ar
