metric,mean,std,model_key
TV_score,0.23904111108369172,0.01711235966469936,transformer_strong_ar
BSHS,0.7648634201069997,0.1360003353204859,transformer_strong_ar
Composite,0.5825251533270036,0.10723577114152061,transformer_strong_ar
q_holdout,0.02324087894131102,0.0015046077691393896,transformer_strong_ar
R_Q1000,0.4180229751749139,0.039446216169107165,transformer_strong_ar
R_Q10000,0.8331464831893698,0.03364241147984841,transformer_strong_ar
best_val_ce,0.4396483972668648,0.016767767573781244,transformer_strong_ar
