metric,mean,std,model_key
TV_score,0.25833959283569424,0.0026511912424716667,transformer_strong_ar
BSHS,0.29970943540320366,0.03287302380328895,transformer_strong_ar
Composite,0.22227623847803182,0.02431139112386294,transformer_strong_ar
q_holdout,0.012129579025205284,0.0033964779664381745,transformer_strong_ar
R_Q1000,0.4042720650957496,0.06250465921212604,transformer_strong_ar
R_Q10000,0.9740454511030798,0.007780033005575454,transformer_strong_ar
best_val_ce,0.6768061220645905,0.006716373885867524,transformer_strong_ar
