metric,mean,std,model_key
TV_score,0.23606465470137886,0.012401137902216246,transformer_strong_ar
BSHS,0.6253538062361468,0.09826289425569805,transformer_strong_ar
Composite,0.47802447854156066,0.07790821444806635,transformer_strong_ar
q_holdout,0.03272412024241855,0.01864234092412742,transformer_strong_ar
R_Q1000,0.4747478713089699,0.03390863826426272,transformer_strong_ar
R_Q10000,0.9038658620685364,0.03829111896942855,transformer_strong_ar
best_val_ce,0.5224434584379196,0.016503494233721137,transformer_strong_ar
