metric,mean,std,model_key
TV_score,0.2286749820552909,0.029569615722794935,transformer_strong_ar
BSHS,0.5613227675505552,0.004304167655592499,transformer_strong_ar
Composite,0.433003811132254,0.018266786304534058,transformer_strong_ar
q_holdout,0.01971119417621641,0.003244851871905783,transformer_strong_ar
R_Q1000,0.43593786987005834,0.036677342889758255,transformer_strong_ar
R_Q10000,0.844996227784746,0.02121264622343462,transformer_strong_ar
best_val_ce,0.4802951514720917,0.02120745910397538,transformer_strong_ar
