model_key,metric,mean,std
d3pm_standard,TV_score,0.27130692554815233,0.009682196540131862
d3pm_standard,BSHS,0.5237093868924828,0.03396664435259459
d3pm_standard,Composite,0.3816885818459137,0.02615929929438641
d3pm_standard,q_holdout,0.022599166666666667,0.004832579695685474
d3pm_standard,R_Q1000,0.44332749627367396,0.029208148657376427
d3pm_standard,R_Q10000,0.8748036713067752,0.03962882131384337
