model_key,metric,mean,std
d3pm_standard,TV_score,0.2761892255246853,
d3pm_standard,BSHS,0.6200136440102919,
d3pm_standard,Composite,0.44877255585635145,
d3pm_standard,q_holdout,0.029875000000000006,
d3pm_standard,R_Q1000,0.479661027769852,
d3pm_standard,R_Q10000,0.8552943274553761,
iqp_parity_mse,TV_score,0.18156373974413875,0.024271653430688725
iqp_parity_mse,BSHS,0.6837156744226348,0.019872708861896456
iqp_parity_mse,Composite,0.5596565230238232,0.025223930957457476
