model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,0.9,101,200,20,global_smart,400,5000,24,250,0.2761892255246853,0.6200136440102919,0.44877255585635145,0.029875000000000006,0.479661027769852,0.8552943274553761,1000,80000
