model_key,model_label,n,beta,seed,train_m,holdout_k,holdout_protocol,holdout_pool,holdout_m,timesteps,steps,TV_score,BSHS,Composite,q_holdout,R_Q1000,R_Q10000,q_eval,eval_samples
d3pm_standard,D3PM (MLP),12,0.6,101,200,20,global_smart,400,5000,24,250,0.2602283637945606,0.3254166944270588,0.24073404048487076,0.018210000000000004,0.4557699262369953,0.8982994154452492,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,102,200,20,global_smart,400,5000,24,250,0.25994311603357734,0.33732475886481184,0.24963950993021755,0.010190000000000001,0.34651207681464397,0.8984374416899691,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,103,200,20,global_smart,400,5000,24,250,0.2603333637945606,0.3632994614185708,0.26872049056272207,0.019990000000000004,0.40821486662394796,0.9062024626615468,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,104,200,20,global_smart,400,5000,24,250,0.26232836379456054,0.36147984601291794,0.26665342946363946,0.0153,0.44230411679866977,0.8706265050038311,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,105,200,20,global_smart,400,5000,24,250,0.25430836379456057,0.3323580820350921,0.2478366419988495,0.011080000000000001,0.36393461286618184,0.8742145578056215,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,106,200,20,global_smart,400,5000,24,250,0.2633933637945606,0.3480061673213534,0.2563436522893295,0.0165,0.45175274829836426,0.9258338346472561,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,107,200,20,global_smart,400,5000,24,250,0.2584783637945606,0.35043405507466374,0.2598544339010717,0.0185,0.4900536456319755,0.9239076493946918,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,108,200,20,global_smart,400,5000,24,250,0.2592583637945606,0.37838125415216833,0.2802827493101434,0.016200000000000003,0.44868466954582037,0.9313119150705068,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,109,200,20,global_smart,400,5000,24,250,0.26737811603357725,0.35972409469575756,0.2635417439641217,0.0135,0.44216560869412386,0.9766983662857142,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,110,200,20,global_smart,400,5000,24,250,0.25812836379456056,0.3568773748669169,0.2647572020172216,0.013510000000000001,0.42526555589278364,0.9425628237252512,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,111,200,20,global_smart,400,5000,24,250,0.2644533637945606,0.3958446163654639,0.29116217602764966,0.01865,0.46638038899180917,0.8559158632708147,1000,100000
d3pm_standard,D3PM (MLP),12,0.6,112,200,20,global_smart,400,5000,24,250,0.2648483637945606,0.3704233574933555,0.27231733734995267,0.02049,0.4175414981404219,0.8807027593337381,1000,100000
