model_key,metric,mean,std
d3pm_standard,TV_score,0.26108998916773,0.0035596810245275617
d3pm_standard,BSHS,0.3566308135606775,0.019834878005705592
d3pm_standard,Composite,0.2634869506083158,0.01408941038927777
d3pm_standard,q_holdout,0.016010000000000003,0.0033767682236664747
d3pm_standard,R_Q1000,0.42988164287797814,0.04123400656855917
d3pm_standard,R_Q10000,0.9070594661945158,0.034644807169325026
