model_key,model_label,n,TV_score_mean,TV_score_std,BSHS_mean,BSHS_std,Composite_mean,Composite_std
iqp_parity_mse,IQP (parity),12,0.18156373974413878,0.02427165343068872,0.6837156744226348,0.019872708861896474,0.5596565230238232,0.025223930957457456
classical_dense_fields_xent,Dense Ising+fields (xent),12,0.1703162172822529,0.017997650213407247,0.6299301591320957,0.007986029328029708,0.5226043975260853,0.011358442104704219
classical_nnn_fields_parity,Ising+fields (NN+NNN),12,0.16024466059922246,0.017008688473090228,0.6198605354199419,0.013822249023582858,0.5205339202568926,0.015579054545069167
classical_transformer_mle,AR Transformer (MLE),12,0.16370758937738938,0.025417244133346648,0.5813025394195654,0.039133881912907925,0.4860825388468179,0.035431013729766224
classical_maxent_parity,"MaxEnt parity (P,z)",12,0.15455350346819233,0.02743802703059624,0.5374810947308722,0.022056949712475318,0.45447886099177276,0.024898328884160027
